id,full_name,neo,pha,moid,e,a,q,i,diameter,albedo,class,H,spectral_class
bk10oc6h,       (2010 OH126),Y,N,0.0663987,0.4982809535849688,1.889902430914469,0.9482000454558565,14.32333900273276,0.218,0.103,APO,21.4,C
bk10oc6k,       (2010 OK126),Y,N,0.147633,0.4466178769243193,1.955638397529481,1.082215328393186,52.57126618055889,0.854,0.013,AMO,20.6,C
bk10p09k,       (2010 PK9),Y,Y,0.0160944,0.6758647855973007,0.6820991436904377,0.2210923521839976,12.5937477962068,0.143,0.138,ATE,21.8,C
bk10p58w,       (2010 PW58),Y,Y,0.0214845,0.2117576170922935,0.8886456737261909,0.700468183418557,14.2352936316362,0.213,0.118,ATE,21.7,C
bk10p66u,       (2010 PU66),Y,N,0.147913,0.3902282072653762,1.485929021046073,0.9060776030396684,18.09352154526482,0.18,0.079,APO,22.3,C
bk10p75y,       (2010 PY75),Y,N,0.249061,0.7752981387930504,2.657253062844575,0.5970897089190433,31.51280825740096,0.758,0.102,APO,18.7,C
bk10q02e,       (2010 QE2),Y,N,0.0546387,0.7387764982322684,3.374399533733182,0.8814724625651825,64.71179220427518,2.156,0.05,APO,17.3,C
bk10q02g,       (2010 QG2),Y,N,0.00159614,0.5176368730108193,1.674712115348541,0.8078193727661879,4.696692363232867,0.038,0.228,APO,24.3,S
bk10q05a,       (2010 QA5),Y,N,0.0680415,0.6327532789886524,2.918391226786798,1.071769608665736,33.42732949780927,0.35,0.014,AMO,22.5,C
bk10r53j,       (2010 RJ53),Y,N,0.0205755,0.4073392054351071,1.065924917496117,0.6317319085497664,28.45248989818658,0.774,0.01,APO,24.0,C
bk10t04n,       (2010 TN4),Y,N,0.00960122,0.4349974574322557,1.724665885274889,0.974440610260162,3.029741156020344,0.018,0.062,APO,27.5,C
bk10t07k,       (2010 TK7),Y,N,0.0845024,0.1904803344899695,0.9992730554702266,0.808931189617444,20.8979273473208,0.379,0.059,ATE,20.8,C
bk10te9u,       (2010 TU149),Y,Y,0.0114842,0.8281860079850905,2.201398985384197,0.3782311476964304,1.971516034698949,0.603,0.025,APO,20.7,C
bk10u06y,       (2010 UY6),Y,Y,0.0408825,0.615860424626887,2.651614843249806,1.018590199939024,19.86336850187285,0.712,0.03,AMO,20.1,C
bk10u07c,       (2010 UC7),Y,N,0.00425412,0.567270919960296,1.883712088064142,0.8151369989276661,5.18236658953334,0.043,0.129,APO,24.7,C
bk10u08b,       (2010 UB8),Y,N,0.226259,0.6174308993436117,2.996223289963742,1.146262449407154,31.11787964871305,1.122,0.032,AMO,19.5,C
bk10v00z,       (2010 VZ),Y,Y,0.0433329,0.5921553363271047,2.444688555682941,0.9970531817774854,8.463124491664663,0.38,0.194,APO,19.3,S
bk10v11t,       (2010 VT11),Y,Y,0.0121703,0.611395934741301,1.75425182834529,0.6817093919824851,2.479083005502471,0.152,0.189,APO,21.5,S
bk10v72d,       (2010 VD72),Y,Y,0.0139873,0.1812152131255284,0.9183660981364122,0.7519441899353623,19.19365128011496,0.124,0.29,ATE,21.4,S
bk10vd9k,       (2010 VK139),Y,N,0.00725104,0.2835065966062846,0.7790801074803041,0.5582057577249047,26.94558379488361,0.055,0.196,ATE,23.7,S
bk10w00b,       (2010 WB),Y,N,0.00459009,0.2879997915404536,1.358461244074577,0.967224688965314,5.499819561696759,0.057,0.126,APO,24.1,C
bk10w09e,       (2010 WE9),Y,N,0.256024,0.2494743721081568,1.554511081328241,1.166700405378706,42.12766107644195,0.608,0.052,AMO,20.0,C
bk10x69p,       (2010 XP69),Y,Y,0.0154654,0.3426070881231103,1.523086335298538,1.001266161001807,14.59181116348,0.273,0.065,APO,21.4,C
bk10x82y,       (2010 XY82),Y,N,0.293777,0.4892554737546403,2.187597814893607,1.117303609583219,26.77874746752141,0.453,0.18,AMO,19.1,S
bk10y00d,       (2010 YD),Y,N,0.001575,0.5381989510970964,2.041940059986101,0.9429700614984396,0.4385979702134,0.026,0.06,APO,26.6,C
bk10y01c,       (2010 YC1),Y,N,0.162113,0.4130487174827154,1.414560311808551,0.8302779892140791,17.66043017028447,0.227,0.029,APO,21.3,C
bk10y03d,       (2010 YD3),Y,N,0.199017,0.5685373036100637,2.58097800044808,1.113595727396435,24.58222334298112,0.755,0.056,AMO,20.0,C
bk11a55v,       (2011 AV55),Y,N,0.02802,0.606139757674883,2.410800673628257,0.9495185375127804,17.71270353232322,0.063,0.176,APO,23.5,S
bk11b24y,       (2011 BY24),Y,N,0.015639,0.4933430245826118,1.891691269465651,0.958438577010946,13.95986214367612,0.195,0.042,APO,22.6,C
bk11b59n,       (2011 BN59),Y,N,0.321911,0.622971946756074,3.058938221109665,1.153305522498415,20.3462745858787,0.994,0.013,AMO,20.4,C
bk12c17c,       (2012 CC17),Y,N,0.112005,0.3642344245553716,1.621512832484105,1.030902039035107,11.80418289477442,0.231,0.208,AMO,20.5,S
bk13w44t,       (2013 WT44),Y,Y,0.032782,0.5682229780382319,2.259573828543835,0.975632058591408,12.20643101438176,0.653,0.079,APO,19.4,C
bk13w44u,       (2013 WU44),Y,N,0.144523,0.3900172406458013,1.515858046620049,0.9246472740665632,17.86649024166136,0.286,0.086,APO,21.0,C
bk13yd9p,       (2013 YP139),Y,Y,0.00398838,0.682871864565345,2.399034559382637,0.7608013566603148,0.8169518907808768,0.402,0.025,APO,21.6,C
bk14a33a,       (2014 AA33),Y,N,0.265201,0.6620583937266329,2.887169602104878,0.9756947329189608,20.07863114251678,0.787,0.054,APO,19.2,C
bk14a46q,       (2014 AQ46),Y,N,0.215715,0.5289135169890716,2.420624123880195,1.140323305210131,24.6651501639581,0.585,0.047,AMO,20.1,C
bk14a53a,       (2014 AA53),Y,N,0.140024,0.6713411170732339,2.373870895218068,0.7801937566347326,12.44437250853162,0.698,0.044,APO,19.8,C
bk14b60g,       (2014 BG60),Y,N,0.225599,0.6133432895713142,3.028366520899112,1.170938236943214,8.61296461302921,0.675,0.035,AMO,20.1,C
bk14b63e,       (2014 BE63),Y,N,0.133265,0.6457079161020723,2.115447384243713,0.7494862621401251,8.592928603350526,0.36,0.01,APO,23.2,C
bk14c04y,       (2014 CY4),Y,Y,0.0434893,0.8185224405808381,2.652519099028889,0.4813726924044771,15.02123390777217,0.574,0.019,APO,21.1,C
bk14d10c,       (2014 DC10),Y,N,0.0585833,0.6581738020862411,2.838995079503789,0.9704428939226498,13.47670038037977,0.889,0.02,APO,20.0,C
bk14e45n,       (2014 EN45),Y,N,0.155731,0.5674623519165797,2.43997500302537,1.05538104919093,14.02335328731647,0.372,0.042,AMO,21.2,C
bk14e48z,       (2014 EZ48),Y,N,0.263973,0.5642230356374592,2.255142449896153,0.982739131020849,25.50765869255137,0.453,0.26,APO,18.8,S
bk14e49q,       (2014 EQ49),Y,Y,0.0259768,0.2067420556743339,1.147684428242064,0.910409790281877,15.15978577976589,0.379,0.023,APO,21.8,C
bk14e49r,       (2014 ER49),Y,Y,0.0132634,0.6429868021610309,2.822343193322896,1.007613768847255,13.68609957393292,0.461,0.301,APO,18.5,S
bk14h03e,       (2014 HE3),Y,N,0.0528534,0.7274713043936921,3.262597049724286,0.889151318250348,6.361759808981862,0.561,0.061,APO,19.9,C
bk14hc4q,       (2014 HQ124),Y,Y,0.0083699,0.2591181395967833,0.85076512888058,0.6303164514512266,26.37148612035508,0.325,0.291,ATE,18.9,S
bk14hc9j,       (2014 HJ129),Y,N,0.208717,0.5633940593741578,2.583817489375497,1.128110065354291,8.434891642613234,0.597,0.018,AMO,21.1,C
bk14hh7f,       (2014 HF177),Y,N,0.104478,0.5498233297008213,2.278960057749651,1.025934650542562,7.212413493586959,0.253,0.364,AMO,19.8,M
bk14j25l,       (2014 JL25),Y,N,0.0171392,0.6571933974736774,2.89628021452278,0.9928639803047626,15.76396379812457,0.228,0.021,APO,23.0,C
bk14j57h,       (2014 JH57),Y,N,0.394401,0.8750680819808161,3.33225897315645,0.4163055048530715,25.67637121801575,4.613,0.019,APO,16.1,C
bk14j57n,       (2014 JN57),Y,Y,0.0498008,0.1678133008521856,1.243179923414428,1.034557796913085,28.58585831655181,0.273,0.124,AMO,20.5,C
bk14k99x,       (2014 KX99),Y,N,0.136819,0.589556522702118,2.79882726583751,1.148760395346471,13.56376008584179,1.724,0.031,AMO,18.1,C
bk14l25q,       (2014 LQ25),Y,N,0.0981715,0.6778936936693285,2.023168060814626,0.6516751911551867,33.56001511106207,0.938,0.02,APO,20.2,C
bk14l26r,       (2014 LR26),Y,N,0.204676,0.6345954819138242,3.127552830434527,1.142821934793984,10.63018054576832,2.082,0.016,AMO,18.6,C
bk14n64c,       (2014 NC64),Y,N,0.198472,0.6366689248985472,2.181695214105624,0.7926776676846906,22.69928950959806,0.501,0.044,APO,20.2,C
bk14n64m,       (2014 NM64),Y,N,0.0517909,0.6263430411306389,2.844906849070522,1.063019241490308,28.76899170459242,0.33,0.015,AMO,22.6,C
bk14o01y,       (2014 OY1),Y,Y,0.0441995,0.6247920708621637,2.578907571737676,0.9676265694295796,23.01836819045153,0.598,0.113,APO,19.1,C
bk14o01z,       (2014 OZ1),Y,N,0.230873,0.370635339621266,1.715629221039948,1.079756402035639,18.00623420486867,0.732,0.013,AMO,21.0,C
bk14p68c,       (2014 PC68),Y,N,0.103387,0.2849734593773819,1.519266231424407,1.086315677740156,40.67671581610583,0.562,0.039,AMO,20.4,C
bk14p68f,       (2014 PF68),Y,N,0.188646,0.5853691239496314,2.861105998572305,1.186302886660999,22.56230290856337,3.33,0.01,AMO,18.2,C
bk14qh3c,       (2014 QC433),Y,N,0.219192,0.5288405150001813,2.368798037390636,1.116081663365554,14.52625952229108,2.009,0.091,AMO,19.1,C
bk14qh3k,       (2014 QK433),Y,N,0.18097,0.6001856754601473,2.989501931882922,1.195245695606355,39.20823166485384,1.784,0.027,AMO,18.4,C
bk14r12h,       (2014 RH12),Y,N,0.0455111,0.5359034192540343,2.180421082506759,1.011925968977804,7.264900153541867,0.088,0.092,APO,23.5,C
bk14r12l,       (2014 RL12),Y,N,0.124061,0.6731421901587857,2.763127657783263,0.9031498545347216,23.76816419338037,0.694,0.254,APO,17.9,S
bk14t57w,       (2014 TW57),Y,N,0.0611791,0.73793054181088,2.172324831983722,0.569299991728745,6.74747278529096,0.469,0.073,APO,19.6,C
bk14t64j,       (2014 TJ64),Y,N,0.143393,0.6034765607312803,2.612640043424773,1.035973015589968,14.77412994536682,0.519,0.02,AMO,21.2,C
bk14uh6g,       (2014 UG176),Y,N,0.161011,0.7156540297160873,2.753971288613832,0.7830806381949375,16.37192327378125,0.421,0.025,APO,21.5,C
bk14uk6f,       (2014 UF206),Y,N,0.137568,0.5420964405666696,2.428449469525374,1.111995655999652,48.10739071023856,1.387,0.02,AMO,18.8,C
bk14ul0h,       (2014 UH210),Y,N,0.100118,0.6544039152143114,2.563217636682024,0.8858379796909331,22.0566922152892,0.404,0.039,APO,21.1,C
bk14v35p,       (2014 VP35),Y,N,0.0265468,0.3486495123558102,1.465537873110026,0.9545788083112442,9.173810995081745,0.122,0.099,APO,23.3,C
bk14w70j,       (2014 WJ70),Y,N,0.281196,0.6056898401982206,3.201939564448829,1.262557301333458,10.11504789015123,2.923,0.019,AMO,17.7,C
bk14x07q,       (2014 XQ7),Y,N,0.311668,0.748728869324196,2.6181649964919,0.6578692789643321,30.97266033462523,0.651,0.024,APO,20.6,C
bk14x07x,       (2014 XX7),Y,N,0.200159,0.5928609151894847,2.911747635861477,1.185486267663823,36.63318839485581,1.198,0.015,AMO,19.5,C
bk14x31x,       (2014 XX31),Y,N,0.475181,0.872297427091028,2.817492566440275,0.3598010498863259,35.85750701936259,1.349,0.089,APO,17.5,C
