id,full_name,neo,pha,moid,e,a,q,i,diameter,albedo,class,H,spectral_class
a0000433,   433 Eros (A898 PA),Y,N,0.148,0.2228,1.458,1.1331575999999999,10.83,16.84,0.25,NEO,10.39,S
a0000887,   887 Alinda (A918 AA),Y,N,0.0797,0.5712,2.474,1.0608511999999999,9.4,4.2,0.31,NEO,13.82,S
a0001036,  1036 Ganymed (A924 UB),Y,N,0.343,0.5332,2.665,1.244022,26.68,37.675,0.238,NEO,9.17,S
a0001566,  1566 Icarus (1949 MA),Y,Y,0.0335,0.827,1.078,0.18649400000000005,22.8,1.0,0.51,NEO,16.53,M
a0001580,  1580 Betulia (1950 KA),Y,N,0.132,0.4876,2.195,1.1247179999999999,52.19,5.8,0.08,NEO,14.54,C
a0001620,  1620 Geographos (1951 RA),Y,Y,0.0294,0.3355,1.246,0.827967,13.34,2.56,0.29,NEO,15.26,S
a0001627,  1627 Ivar (1929 SH),Y,N,0.109,0.3973,1.863,1.1228301,8.46,9.12,0.15,NEO,12.79,C
a0001685,  1685 Toro (1948 OA),Y,N,0.0511,0.436,1.368,0.7715520000000001,9.38,3.4,0.31,NEO,14.28,S
a0001862,  1862 Apollo (1932 HA),Y,Y,0.026,0.5599,1.471,0.6473871000000001,6.35,1.5,0.25,NEO,16.09,S
a0001863,  1863 Antinous (1948 EA),Y,N,0.187,0.6063,2.26,0.889762,18.38,2.1,0.24,NEO,15.35,S
a0001864,  1864 Daedalus (1971 FA),Y,N,0.269,0.6144,1.461,0.5633616000000001,22.22,3.7,0.273,NEO,14.83,S
a0001865,  1865 Cerberus (1971 UA),Y,N,0.157,0.4669,1.08,0.575748,16.1,1.2,0.22,NEO,16.77,S
a0001866,  1866 Sisyphus (1972 XA),Y,N,0.104,0.5381,1.893,0.8743767,41.21,8.48,0.15,NEO,12.48,C
a0001915,  1915 Quetzalcoatl (1953 EA),Y,N,0.109,0.5702,2.545,1.0938409999999998,20.4,0.5,0.21,NEO,18.38,S
a0001917,  1917 Cuyo (1968 AA),Y,N,0.0717,0.5055,2.149,1.0626805000000001,23.96,5.7,0.195,NEO,14.38,S
a0001943,  1943 Anteros (1973 EC),Y,N,0.0609,0.2559,1.431,1.0648071000000001,8.71,2.3,0.17,NEO,15.68,S
a0001980,  1980 Tezcatlipoca (1950 LA),Y,N,0.245,0.3647,1.709,1.0857277,26.87,4.3,0.25,NEO,13.8,S
a0002062,  2062 Aten (1976 AA),Y,N,0.113,0.1829,0.967,0.7901356999999999,18.94,1.1,0.26,NEO,17.11,S
a0002063,  2063 Bacchus (1977 HB),Y,N,0.0667,0.3494,1.078,0.7013468000000002,9.43,1.024,0.203,NEO,17.21,S
a0002100,  2100 Ra-Shalom (1978 RA),Y,N,0.15,0.4365,0.832,0.46883199999999997,15.76,2.3,0.13,NEO,16.24,C
a0002102,  2102 Tantalus (1975 YA),Y,Y,0.0426,0.2994,1.29,0.9037740000000001,64.01,1.649,0.245,NEO,16.0,S
a0002201,  2201 Oljato (1947 XC),Y,Y,0.00278,0.7107,2.179,0.6303846999999999,2.52,1.8,0.4328,NEO,15.32,M
a0002212,  2212 Hephaistos (1978 SB),Y,N,0.112,0.8347,2.168,0.35837040000000003,11.2,5.7,0.163,NEO,13.45,S
a0002368,  2368 Beltrovata (1977 RA),Y,N,0.231,0.4134,2.105,1.234793,5.22,2.3,0.27,NEO,15.18,S
a0002608,  2608 Seneca (1978 DA),Y,N,0.153,0.5647,2.53,1.1013089999999999,14.43,0.9,0.21,NEO,17.48,S
a0003103,  3103 Eger (1982 BB),Y,N,0.0786,0.3542,1.404,0.9067031999999998,20.93,1.5,0.64,NEO,15.3,M
a0003122,  3122 Florence (1981 ET3),Y,Y,0.0436,0.4232,1.769,1.0203592,22.14,4.9,0.231,NEO,14.08,S
a0003199,  3199 Nefertiti (1982 RA),Y,N,0.215,0.2841,1.575,1.1275425,32.96,2.2,0.42,NEO,14.99,M
a0003200,  3200 Phaethon (1983 TB),Y,Y,0.0187,0.8897,1.271,0.14019129999999994,22.31,6.25,0.1066,NEO,14.38,C
a0003288,  3288 Seleucus (1982 DV),Y,N,0.105,0.4545,2.034,1.1095469999999998,5.93,2.8,0.22,NEO,15.34,S
a0003360,  3360 Syrinx (1981 VA),Y,N,0.11,0.7474,2.466,0.6229116000000001,21.07,1.8,0.17,NEO,16.03,S
a0003361,  3361 Orpheus (1982 HR),Y,Y,0.0146,0.3232,1.21,0.8189280000000001,2.65,0.3,0.357,NEO,19.5,M
a0003362,  3362 Khufu (1984 QA),Y,Y,0.013,0.4685,0.9895,0.52591925,9.92,0.7,0.21,NEO,18.52,S
a0003551,  3551 Verenia (1983 RD),Y,N,0.0749,0.4868,2.093,1.0741276,9.51,0.9,0.37,NEO,16.72,M
a0003552,  3552 Don Quixote (1983 SA),Y,N,0.342,0.7073,4.27,1.2498289999999996,31.05,19.0,0.03,NEO,13.03,C
a0003554,  3554 Amun (1986 EB),Y,N,0.25,0.2806,0.974,0.7006956,23.36,3.341,0.074,NEO,15.91,C
a0003671,  3671 Dionysus (1984 KD),Y,Y,0.015,0.5438,2.197,1.0022714000000001,13.53,1.5,0.16,NEO,16.5,S
a0003691,  3691 Bede (1982 FT),Y,N,0.35,0.2845,1.774,1.2692970000000001,20.35,4.3,0.515,NEO,14.93,M
a0003752,  3752 Camillo (1985 PA),Y,N,0.0778,0.3015,1.414,0.987679,55.56,2.306,0.21,NEO,15.14,S
a0003753,  3753 Cruithne (1986 TO),Y,N,0.0703,0.5149,0.9978,0.48403278,19.8,2.071,0.365,NEO,15.42,M
a0003757,  3757 Anagolay (1982 XB),Y,Y,0.0366,0.4459,1.835,1.0167735,3.87,0.5,0.18,NEO,19.01,S
a0003908,  3908 Nyx (1980 PA),Y,N,0.0567,0.459,1.928,1.0430479999999998,2.19,1.0,0.23,NEO,17.45,S
a0004015,  4015 Wilson-Harrington (1979 VA),Y,Y,0.043,0.6309,2.626,0.9692565999999999,2.8,4.0,0.05,NEO,16.19,C
a0004034,  4034 Vishnu (1986 PA),Y,Y,0.0191,0.444,1.059,0.588804,11.17,0.42,0.52,NEO,18.5,M
a0004055,  4055 Magellan (1985 DO2),Y,N,0.239,0.326,1.82,1.22668,23.25,2.49,0.31,NEO,14.9,S
a0004179,  4179 Toutatis (1989 AC),Y,Y,0.00651,0.6247,2.543,0.9543879,0.45,5.4,0.405,NEO,15.29,M
a0004183,  4183 Cuno (1959 LM),Y,Y,0.0284,0.6362,1.981,0.7206878000000001,6.67,3.651,0.097,NEO,14.18,C
a0004197,  4197 Morpheus (1982 TA),Y,N,0.0985,0.7725,2.295,0.5221125000000001,12.6,1.8,0.37,NEO,14.97,M
a0004341,  4341 Poseidon (1987 KF),Y,N,0.194,0.6801,1.834,0.5866965999999999,11.84,3.177,0.054,NEO,16.08,C
a0004401,  4401 Aditi (1985 TB),Y,N,0.335,0.5634,2.584,1.1281744,26.62,1.801,0.343,NEO,16.12,M
a0004486,  4486 Mithra (1987 SB),Y,Y,0.0459,0.66,2.206,0.7500399999999999,3.03,1.849,0.297,NEO,15.62,S
a0004660,  4660 Nereus (1982 DB),Y,Y,0.00416,0.3588,1.485,0.9521820000000001,1.45,0.33,0.55,NEO,18.75,M
a0004688,  4688 (1980 WF),Y,N,0.108,0.5179,2.233,1.0765293,6.37,0.6,0.18,NEO,19.6,S
a0004769,  4769 Castalia (1989 PB),Y,Y,0.0203,0.4832,1.063,0.5493583999999999,8.89,1.4,0.092,NEO,17.4,C
a0004954,  4954 Eric (1990 SQ),Y,N,0.194,0.4494,2.001,1.1017506,17.43,10.8,0.176,NEO,12.55,S
a0004957,  4957 Brucemurray (1990 XJ),Y,N,0.425,0.2188,1.565,1.222578,35.01,3.499,0.132,NEO,15.05,C
a0005143,  5143 Heracles (1991 VL),Y,N,0.0575,0.7712,1.835,0.419848,8.98,4.843,0.227,NEO,14.04,S
a0005370,  5370 Taranis (1986 RA),Y,N,0.212,0.637,3.318,1.204434,19.17,3.6,0.037,NEO,15.23,C
a0005381,  5381 Sekhmet (1991 JY),Y,N,0.111,0.2964,0.9474,0.66659064,48.97,0.935,0.507,NEO,16.72,M
a0005587,  5587 (1990 SB),Y,N,0.31,0.5443,2.401,1.0941356999999998,18.04,3.57,0.32,NEO,13.89,S
a0005604,  5604 (1992 FE),Y,Y,0.0336,0.4065,0.93,0.5519550000000001,4.7,0.55,0.48,NEO,17.36,M
a0005645,  5645 (1990 SP),Y,N,0.054,0.3873,1.355,0.8302085,13.51,1.668,0.121,NEO,17.23,C
a0005646,  5646 (1990 TR),Y,N,0.211,0.4358,2.144,1.2096448000000002,7.91,4.3,0.223,NEO,15.51,S
a0005653,  5653 Camarillo (1992 WD5),Y,N,0.282,0.3044,1.794,1.2479064,6.87,1.537,0.271,NEO,16.22,S
a0005731,  5731 Zeus (1988 VP4),Y,N,0.0647,0.6524,2.265,0.7873140000000001,11.2,5.231,0.031,NEO,15.47,C
a0005751,  5751 Zao (1992 AC),Y,N,0.24,0.4253,2.101,1.2074447,16.07,2.3,0.36,NEO,14.94,M
a0005828,  5828 (1991 AM),Y,N,0.399,0.6949,1.698,0.5180598000000001,30.18,1.457,0.331,NEO,15.96,S
a0005836,  5836 (1993 MF),Y,N,0.18,0.5383,2.439,1.1260863,7.93,2.754,0.156,NEO,14.99,S
a0005863,  5863 Tara (1983 RB),Y,N,0.231,0.5073,2.221,1.0942867,19.51,1.345,0.488,NEO,15.83,M
a0006050,  6050 Miwablock (1992 AE),Y,N,0.268,0.4372,2.202,1.2392855999999999,6.41,2.884,0.257,NEO,14.94,S
a0006053,  6053 (1993 BW3),Y,N,0.222,0.5284,2.147,1.0125252,21.58,3.72,0.14,NEO,15.1,C
a0006063,  6063 Jason (1984 KB),Y,N,0.0763,0.7625,2.22,0.5272500000000001,4.96,1.4,0.21,NEO,16.02,S
a0006178,  6178 (1986 DA),Y,N,0.178,0.5848,2.814,1.1683728,4.31,2.3,0.15,NEO,15.71,C
a0006455,  6455 (1992 HE),Y,N,0.287,0.5729,2.24,0.9567040000000002,37.34,4.626,0.227,NEO,14.08,S
a0006489,  6489 Golevka (1991 JX),Y,Y,0.0225,0.6188,2.477,0.9442323999999999,2.26,0.53,0.151,NEO,19.22,C
a0006611,  6611 (1993 VW),Y,N,0.0598,0.4845,1.696,0.8742880000000001,8.7,1.408,0.158,NEO,16.82,S
a0007025,  7025 (1993 QA),Y,N,0.0622,0.315,1.476,1.01106,12.61,0.498,0.34,NEO,18.08,M
a0007088,  7088 Ishtar (1992 AA),Y,N,0.224,0.3903,1.981,1.2078157,8.3,1.298,0.26,NEO,16.84,S
a0007092,  7092 Cadmus (1992 LC),Y,N,0.101,0.6937,2.545,0.7795335,17.79,6.319,0.046,NEO,15.12,C
a0007335,  7335 (1989 JA),Y,Y,0.0215,0.4845,1.773,0.9139815000000001,15.16,1.8,0.448,NEO,17.7,M
a0007341,  7341 (1991 VK),Y,Y,0.0481,0.5061,1.842,0.9097638,5.41,0.982,0.235,NEO,16.96,S
a0007350,  7350 (1993 VA),Y,N,0.0811,0.3912,1.356,0.8255328000000001,7.26,1.921,0.069,NEO,17.16,C
a0007482,  7482 (1994 PC1),Y,Y,0.000726,0.3294,1.349,0.9046394,33.47,1.052,0.277,NEO,16.58,S
a0007822,  7822 (1991 CS),Y,Y,0.0216,0.1646,1.123,0.9381542,37.12,1.602,0.075,NEO,17.34,C
a0007839,  7839 (1994 ND),Y,N,0.135,0.5186,2.165,1.0422310000000001,27.12,0.784,0.181,NEO,17.83,S
a0007888,  7888 (1993 UC),Y,N,0.0869,0.6632,2.439,0.8214551999999999,26.08,2.298,0.257,NEO,15.19,S
a0007889,  7889 (1994 LX),Y,N,0.155,0.3463,1.262,0.8249694,36.91,1.68,0.452,NEO,15.24,M
a0008201,  8201 (1994 AH2),Y,N,0.101,0.7061,2.54,0.7465060000000001,9.54,1.859,0.154,NEO,15.93,S
a0008566,  8566 (1996 EN),Y,Y,0.0226,0.4304,1.506,0.8578176,37.98,1.568,0.217,NEO,16.47,S
a0008567,  8567 (1996 HW1),Y,N,0.122,0.4491,2.046,1.1271413999999997,8.45,2.928,0.156,NEO,15.36,S
a0009162,  9162 Kwiila (1987 OA),Y,N,0.0806,0.5955,1.497,0.6055365,9.01,1.127,0.088,NEO,18.01,C
a0009202,  9202 (1993 PB),Y,N,0.374,0.6078,1.424,0.5584928,40.8,1.617,0.332,NEO,16.1,S
a0009400,  9400 (1994 TW1),Y,N,0.285,0.5807,2.588,1.0851484,35.98,3.698,0.155,NEO,14.84,S
a0009856,  9856 (1991 EE),Y,Y,0.0222,0.6258,2.243,0.8393305999999999,9.83,1.0,0.3,NEO,17.09,S
a0010115, 10115 (1992 SK),Y,Y,0.0464,0.3249,1.249,0.8431999000000001,15.32,0.938,0.318,NEO,17.14,S
a0010165, 10165 (1995 BL2),Y,N,0.376,0.5039,1.235,0.6126835,23.9,0.829,0.372,NEO,17.36,M
a0010636, 10636 (1998 QK56),Y,N,0.11,0.5128,1.885,0.918372,13.57,0.533,0.645,NEO,17.7,M
a0011066, 11066 Sigurd (1992 CC1),Y,N,0.119,0.3754,1.392,0.8694432,36.88,2.104,0.19,NEO,15.17,S
a0011398, 11398 (1998 YP11),Y,N,0.202,0.3891,1.721,1.0513589,15.02,1.316,0.318,NEO,16.36,S
a0011405, 11405 (1999 CV3),Y,N,0.117,0.3938,1.46,0.8850520000000001,22.86,3.621,0.112,NEO,15.22,C
a0011500, 11500 Tomaiyowit (1989 UR),Y,Y,0.0344,0.3558,1.08,0.695736,10.31,0.738,0.142,NEO,18.38,C
a0011885, 11885 Summanus (1990 SS),Y,N,0.0664,0.4745,1.703,0.8949265000000002,19.43,1.298,0.033,NEO,18.52,C
a0012538, 12538 (1998 OH),Y,Y,0.0302,0.4059,1.542,0.9161022000000001,24.54,1.663,0.232,NEO,15.96,S
a0012923, 12923 Zephyr (1999 GK4),Y,Y,0.02,0.4927,1.962,0.9953226,5.31,2.06,0.199,NEO,15.8,S
a0013651, 13651 (1997 BR),Y,Y,0.0156,0.3057,1.336,0.9275848,17.25,0.562,0.511,NEO,17.87,M
a0014402, 14402 (1991 DB),Y,N,0.102,0.4017,1.715,1.0260845,11.41,0.6,0.14,NEO,18.77,C
a0016064, 16064 Davidharvey (1999 RH27),Y,N,0.203,0.5893,2.851,1.1709056999999998,4.54,4.106,0.02,NEO,16.86,C
a0016834, 16834 (1997 WU22),Y,N,0.147,0.4422,1.468,0.8188504000000001,16.0,1.87,0.22,NEO,15.75,S
a0017182, 17182 (1999 VU),Y,N,0.144,0.5534,1.387,0.6194342,9.27,2.885,0.028,NEO,17.13,C
a0017188, 17188 (1999 WC2),Y,N,0.0632,0.6367,2.216,0.8050727999999999,29.45,1.819,0.147,NEO,16.42,C
a0017274, 17274 (2000 LC16),Y,N,0.207,0.5541,2.731,1.2177528999999998,5.57,3.183,0.037,NEO,16.87,C
a0019356, 19356 (1997 GH3),Y,N,0.121,0.5578,2.512,1.1108064000000002,3.01,0.91,0.34,NEO,17.0,M
a0019764, 19764 (2000 NF5),Y,N,0.222,0.4447,2.233,1.2399849,1.33,1.572,0.342,NEO,16.11,M
a0020460, 20460 Robwhiteley (1999 LO28),Y,N,0.329,0.4118,1.877,1.1040514000000001,33.95,2.716,0.199,NEO,15.41,S
a0020826, 20826 (2000 UV13),Y,N,0.093,0.6365,2.418,0.8789430000000001,31.93,3.687,0.123,NEO,13.85,C
a0021088, 21088 Chelyabinsk (1992 BL2),Y,N,0.306,0.2387,1.706,1.2987777999999999,38.46,2.793,0.206,NEO,14.34,S
a0022099, 22099 (2000 EX106),Y,N,0.168,0.2763,1.104,0.7989648,9.85,0.524,0.444,NEO,18.09,M
a0023183, 23183 (2000 OY21),Y,N,0.256,0.4009,1.824,1.0927584,40.98,1.098,0.64,NEO,16.05,M
a0023606, 23606 (1996 AS1),Y,N,0.101,0.3609,1.751,1.1190641,14.36,0.866,0.123,NEO,18.39,C
a0025330, 25330 (1999 KV4),Y,N,0.173,0.3709,1.541,0.9694430999999999,14.33,3.21,0.052,NEO,16.75,C
a0025916, 25916 (2001 CP44),Y,N,0.273,0.4998,2.558,1.2795115999999997,15.76,5.683,0.177,NEO,13.76,S
a0026760, 26760 (2001 KP41),Y,N,0.26,0.557,2.854,1.264322,11.01,5.4,0.042,NEO,15.5,C
a0026817, 26817 (1987 QB),Y,N,0.127,0.5937,2.806,1.1400778,3.5,1.172,0.027,NEO,19.49,C
a0027346, 27346 (2000 DN8),Y,N,0.443,0.399,1.875,1.126875,36.95,1.802,0.256,NEO,15.88,S
a0029075, 29075 (1950 DA),Y,Y,0.0398,0.5075,1.699,0.8367575000000002,12.15,1.3,0.07,NEO,17.28,C
a0033342, 33342 (1998 WT24),Y,Y,0.0105,0.4177,0.7187,0.41849901,7.37,0.432,0.654,NEO,18.02,M
a0035107, 35107 (1991 VH),Y,Y,0.0271,0.1437,1.137,0.9736131000000001,13.92,0.929,0.408,NEO,16.85,M
a0035396, 35396 (1997 XF11),Y,Y,0.000331,0.4838,1.442,0.7443603999999999,4.1,0.704,0.772,NEO,17.01,M
a0036183, 36183 (1999 TX16),Y,N,0.135,0.3323,1.551,1.0356026999999999,38.22,2.339,0.089,NEO,16.3,C
a0038086, 38086 Beowulf (1999 JB),Y,N,0.385,0.5662,1.42,0.6159959999999999,23.67,0.643,0.469,NEO,17.35,M
a0038091, 38091 (1999 JT3),Y,N,0.306,0.4011,2.17,1.299613,9.33,2.517,0.092,NEO,16.31,C
a0039572, 39572 (1993 DQ1),Y,Y,0.0263,0.4928,2.036,1.0326591999999999,10.03,1.554,0.184,NEO,16.56,S
a0039796, 39796 (1997 TD),Y,N,0.188,0.4683,2.251,1.1968567,12.93,2.131,0.205,NEO,15.68,S
a0040263, 40263 (1999 FQ5),Y,N,0.257,0.161,1.495,1.254305,25.84,0.954,0.177,NEO,17.75,S
a0040267, 40267 (1999 GJ4),Y,N,0.156,0.8084,1.339,0.25655239999999996,34.48,1.641,0.214,NEO,15.54,S
a0041429, 41429 (2000 GE2),Y,Y,0.0111,0.5556,1.593,0.7079292,2.17,0.204,0.267,NEO,20.66,S
a0048603, 48603 (1995 BC2),Y,N,0.137,0.4297,1.918,1.0938354000000001,5.02,0.844,0.227,NEO,17.82,S
a0052387, 52387 Huitzilopochtli (1993 OM7),Y,N,0.0604,0.1897,1.282,1.0388046,24.15,0.89,0.171,NEO,17.75,S
a0052750, 52750 (1998 KK17),Y,N,0.163,0.5249,1.427,0.6779677,11.17,1.059,0.471,NEO,16.67,M
a0052762, 52762 (1998 MT24),Y,N,0.137,0.6532,2.416,0.8378688,33.87,6.742,0.051,NEO,14.82,C
a0053430, 53430 (1999 TY16),Y,N,0.291,0.4032,2.099,1.2526832,60.41,1.233,0.266,NEO,16.66,S
a0053789, 53789 (2000 ED104),Y,Y,0.0478,0.2692,1.371,1.0019268,40.78,0.843,0.222,NEO,17.35,S
a0054401, 54401 (2000 LM),Y,N,0.354,0.2623,1.711,1.2622047,18.95,1.189,0.181,NEO,17.22,S
a0054686, 54686 (2001 DU8),Y,N,0.434,0.3418,1.777,1.1696214,33.21,1.349,0.244,NEO,16.61,S
a0054789, 54789 (2001 MZ7),Y,N,0.292,0.2874,1.776,1.2655776,24.47,1.567,0.856,NEO,15.07,M
a0055408, 55408 (2001 TC2),Y,N,0.147,0.2246,1.1,0.85294,30.39,0.461,0.342,NEO,18.88,M
a0055532, 55532 (2001 WG2),Y,N,0.339,0.6952,1.795,0.5471159999999999,38.54,1.306,0.376,NEO,16.16,M
a0065679, 65679 (1989 UQ),Y,Y,0.014,0.2645,0.9148,0.6728354,1.3,0.918,0.033,NEO,19.62,C
a0066008, 66008 (1998 QH2),Y,N,0.0776,0.3627,1.426,0.9087898,61.01,1.484,0.319,NEO,15.93,S
a0066146, 66146 (1998 TU3),Y,N,0.0738,0.4837,0.7875,0.40658625,5.42,2.864,0.224,NEO,14.36,S
a0066251, 66251 (1999 GJ2),Y,N,0.247,0.1981,1.536,1.2317184,11.28,1.222,0.187,NEO,17.0,S
a0066272, 66272 (1999 JW6),Y,N,0.409,0.1433,1.508,1.2919036,51.31,0.808,0.4,NEO,17.22,M
a0066400, 66400 (1999 LT7),Y,N,0.0589,0.5725,0.8554,0.3656835,9.06,0.411,0.182,NEO,19.27,S
a0068063, 68063 (2000 YJ66),Y,N,0.274,0.4577,2.334,1.2657282,5.72,2.301,0.211,NEO,15.57,S
a0068216, 68216 (2001 CV26),Y,Y,0.0242,0.3267,1.32,0.8887560000000001,17.99,0.994,0.449,NEO,16.57,M
a0068267, 68267 (2001 EA16),Y,N,0.059,0.4273,1.51,0.864777,38.82,0.875,0.401,NEO,17.01,M
a0068278, 68278 (2001 FC7),Y,N,0.263,0.1143,1.436,1.2718652,2.62,0.942,0.087,NEO,18.47,C
a0068346, 68346 (2001 KZ66),Y,Y,0.0385,0.4165,1.507,0.8793345,16.7,0.736,0.291,NEO,16.92,S
a0068348, 68348 (2001 LO7),Y,N,0.386,0.8409,2.155,0.3428605,25.36,3.512,0.299,NEO,14.27,S
a0068350, 68350 (2001 MK3),Y,N,0.302,0.2475,1.67,1.2566749999999998,29.57,1.794,0.219,NEO,16.11,S
a0068548, 68548 (2001 XR31),Y,Y,0.0265,0.4367,1.707,0.9615531,22.71,1.182,0.289,NEO,16.57,S
a0068950, 68950 (2002 QF15),Y,Y,0.00477,0.3443,1.057,0.6930748999999999,25.15,1.65,0.178,NEO,16.39,S
a0085182, 85182 (1991 AQ),Y,Y,0.016,0.7776,2.22,0.4937280000000001,3.12,1.1,0.242,NEO,17.13,S
a0085275, 85275 (1994 LY),Y,N,0.0637,0.4419,1.891,1.0553671,17.71,2.506,0.093,NEO,16.49,C
a0085628, 85628 (1998 KV2),Y,N,0.143,0.3316,1.592,1.0640928,13.03,0.775,0.461,NEO,17.28,M
a0085709, 85709 (1998 SG36),Y,N,0.122,0.3376,1.646,1.0903104,24.83,2.23,0.141,NEO,15.93,C
a0085713, 85713 (1998 SS49),Y,Y,0.00504,0.6388,1.923,0.6945876,10.79,3.484,0.076,NEO,15.77,C
a0085774, 85774 (1998 UT18),Y,Y,0.0358,0.3289,1.403,0.9415533,13.59,0.939,0.042,NEO,19.09,C
a0085804, 85804 (1998 WQ5),Y,N,0.371,0.3544,1.721,1.1110776,27.66,2.272,0.167,NEO,15.36,S
a0085818, 85818 (1998 XM4),Y,N,0.108,0.416,1.657,0.9676880000000001,62.72,2.028,0.168,NEO,15.42,S
a0085839, 85839 (1998 YO4),Y,N,0.239,0.2481,1.653,1.2428907,9.32,1.14,0.405,NEO,16.58,M
a0085953, 85953 (1999 FK21),Y,N,0.0706,0.703,0.7389,0.21945330000000002,12.6,0.59,0.32,NEO,18.1,S
a0085989, 85989 (1999 JD6),Y,Y,0.0483,0.6329,0.8831,0.32418600999999997,17.07,1.462,0.056,NEO,17.07,C
a0085990, 85990 (1999 JV6),Y,Y,0.0313,0.3115,1.009,0.6946964999999999,5.36,0.451,0.095,NEO,20.27,C
a0086039, 86039 (1999 NC43),Y,Y,0.025,0.5789,1.76,0.741136,7.13,2.22,0.14,NEO,15.95,C
a0086067, 86067 (1999 RM28),Y,N,0.364,0.3234,1.817,1.2293821999999999,30.55,1.245,0.314,NEO,16.45,S
a0086324, 86324 (1999 WA2),Y,N,0.341,0.4345,1.966,1.111773,34.61,2.102,0.191,NEO,15.83,S
a0086326, 86326 (1999 WK13),Y,N,0.279,0.3627,1.844,1.1751812,34.31,1.348,0.098,NEO,17.35,C
a0086666, 86666 (2000 FL10),Y,N,0.0815,0.427,1.463,0.838299,29.01,1.165,0.228,NEO,16.88,S
a0086667, 86667 (2000 FO10),Y,N,0.133,0.5946,0.8594,0.34840076000000003,14.29,0.745,0.349,NEO,17.54,M
a0086819, 86819 (2000 GK137),Y,Y,0.0163,0.5059,1.996,0.9862236,10.06,0.802,0.301,NEO,17.48,S
a0086829, 86829 (2000 GR146),Y,N,0.203,0.575,1.463,0.6217750000000001,14.37,1.823,0.232,NEO,15.81,S
a0087309, 87309 (2000 QP),Y,N,0.201,0.4632,0.8475,0.45493799999999995,34.74,0.568,0.499,NEO,17.59,M
a0087311, 87311 (2000 QJ1),Y,N,0.109,0.5121,1.59,0.775761,7.7,1.948,0.142,NEO,16.5,C
a0088188, 88188 (2000 XH44),Y,N,0.232,0.3913,2.008,1.2222696,11.34,1.371,0.374,NEO,16.08,M
a0088213, 88213 (2001 AF2),Y,N,0.172,0.5953,0.9539,0.38604332999999996,17.81,0.912,0.028,NEO,19.48,C
a0088254, 88254 (2001 FM129),Y,Y,0.01,0.6295,1.182,0.437931,1.52,0.8,0.252,NEO,17.77,S
a0088263, 88263 (2001 KQ1),Y,N,0.375,0.4326,2.097,1.1898378,38.79,5.748,0.037,NEO,15.69,C
a0088710, 88710 (2001 SL9),Y,N,0.199,0.2701,1.061,0.7744238999999999,21.9,0.76,0.281,NEO,17.61,S
a0089355, 89355 (2001 VS78),Y,N,0.444,0.3083,1.787,1.2360678999999999,22.66,2.038,0.246,NEO,15.8,S
a0089830, 89830 (2002 CE),Y,Y,0.0281,0.507,2.078,1.024454,43.64,5.067,0.079,NEO,14.98,C
a0089959, 89959 (2002 NT7),Y,Y,0.00088,0.5284,1.735,0.8182260000000001,42.36,1.407,0.224,NEO,16.55,S
a0090075, 90075 (2002 VU94),Y,Y,0.0272,0.5742,2.138,0.9103603999999998,8.86,2.233,0.294,NEO,15.38,S
a0090367, 90367 (2003 LC5),Y,N,0.151,0.4262,1.156,0.6633127999999999,16.88,1.748,0.048,NEO,17.92,C
a0090403, 90403 (2003 YE45),Y,Y,0.0377,0.28,1.234,0.8884799999999999,19.01,0.572,0.493,NEO,17.78,M
a0090416, 90416 (2003 YK118),Y,Y,0.00149,0.4922,1.695,0.8607210000000001,7.83,0.968,0.062,NEO,18.83,C
a0096189, 96189 Pygmalion (1991 NT3),Y,N,0.332,0.307,1.821,1.261953,14.0,3.605,0.041,NEO,16.48,C
a0096590, 96590 (1998 XB),Y,N,0.114,0.3512,0.9079,0.5890455200000001,13.6,0.882,0.489,NEO,16.28,M
a0099248, 99248 (2001 KY66),Y,Y,0.0464,0.5077,1.866,0.9186318,10.61,1.115,0.429,NEO,16.54,M
a0099942, 99942 Apophis (2004 MN4),Y,Y,0.000361,0.1912,0.9224,0.74603712,3.34,0.34,0.35,NEO,19.09,M
a0100004,100004 (1983 VA),Y,N,0.174,0.7027,2.59,0.770007,15.7,2.7,0.0668,NEO,16.43,C
a0100756,100756 (1998 FM5),Y,N,0.093,0.5546,2.265,1.008831,11.57,1.809,0.163,NEO,16.34,S
a0100926,100926 (1998 MQ),Y,N,0.129,0.4075,1.783,1.0564275,24.24,1.174,0.234,NEO,16.63,S
a0101955,101955 Bennu (1999 RQ36),Y,Y,0.00322,0.2037,1.126,0.8966337999999999,6.03,0.48444,0.044,NEO,20.21,C
a0103067,103067 (1999 XA143),Y,Y,0.0403,0.5812,1.843,0.7718483999999999,38.57,1.282,0.246,NEO,16.8,S
a0105140,105140 (2000 NL10),Y,N,0.356,0.8169,0.9143,0.16740833000000005,32.54,1.946,0.223,NEO,15.75,S
a0105141,105141 (2000 NF11),Y,N,0.212,0.189,1.421,1.152431,14.83,0.352,0.431,NEO,19.09,M
a0108519,108519 (2001 LF),Y,N,0.159,0.271,1.604,1.169316,16.4,1.423,0.06,NEO,17.94,C
a0111253,111253 (2001 XU10),Y,Y,0.0314,0.4398,1.753,0.9820306,42.04,3.006,0.178,NEO,15.24,S
a0112985,112985 (2002 RS28),Y,N,0.414,0.4922,2.22,1.1273160000000002,46.99,3.618,0.033,NEO,15.77,C
