id,full_name,neo,pha,moid,e,a,q,i,diameter,albedo,class,H
a0000433,   433 Eros (1898 DQ),Y,N,0.148623,0.2229512543292728,1.458045728845658,1.132972604730079,10.83054270817127,16.84,0.25,AMO,10.4
a0000719,   719 Albert (1911 MT),Y,N,0.203482,0.5465584653041263,2.63860206439375,1.196451769530403,11.56748478123323,2.854166808844959,,AMO,15.4
a0000887,   887 Alinda (1918 DB),Y,N,0.0822169,0.5703317209528221,2.473736933344562,1.062886290965601,9.393853627381493,4.2,0.31,AMO,13.8
a0001036,  1036 Ganymed (1924 TD),Y,N,0.344956,0.5330461318945989,2.664724624129541,1.244303470673,26.67764314200324,37.675,0.238,AMO,9.4
a0001221,  1221 Amor (1932 EA1),Y,N,0.107451,0.4352848951955979,1.919498151732462,1.083969599927454,11.876537245188,1.0,,AMO,17.7
a0001566,  1566 Icarus (1949 MA),Y,Y,0.0342447,0.8270213269059251,1.078168924000127,0.1865002298448085,22.82211332714178,1.0,0.51,APO,16.9
a0001580,  1580 Betulia (1950 KA),Y,N,0.136136,0.4873502364761739,2.197150031438465,1.126368444043296,52.09207037962277,5.8,0.08,AMO,14.7
a0001620,  1620 Geographos (1951 RA),Y,Y,0.0303535,0.3354548020109591,1.245666863784177,0.8278019326218434,13.3370434846758,2.56,0.29,APO,15.3
a0001627,  1627 Ivar (1929 SH),Y,N,0.111952,0.3967830584211662,1.863272945035357,1.123957807230815,8.451869829201128,9.12,0.15,AMO,12.7
a0001685,  1685 Toro (1948 OA),Y,N,0.0506645,0.4358371095351947,1.367586471763582,0.7715415368707073,9.38313202457519,3.4,0.31,APO,14.3
a0001862,  1862 Apollo (1932 HA),Y,Y,0.0258141,0.5599167398990702,1.470345437077941,0.6470744134237867,6.35473160977809,1.5,0.25,APO,16.25
a0001863,  1863 Antinous (1948 EA),Y,N,0.182709,0.6065072158844008,2.25841153066709,0.888668640880965,18.40043539987664,2.1,0.24,APO,15.3
a0001864,  1864 Daedalus (1971 FA),Y,N,0.269089,0.6144701471693611,1.460916421406999,0.563226892942904,22.21196021633772,3.7,0.273,APO,14.7
a0001865,  1865 Cerberus (1971 UA),Y,N,0.156542,0.4668530872323081,1.079993935235791,0.5757954323787924,16.09595153284522,1.2,0.22,APO,16.7
a0001866,  1866 Sisyphus (1972 XA),Y,N,0.104589,0.5380833048396872,1.893699209973506,0.8747312806986572,41.19929077256851,8.48,0.15,APO,12.4
a0001915,  1915 Quetzalcoatl (1953 EA),Y,N,0.10802,0.5705651799672322,2.543415980989979,1.092231384064897,20.40461297143561,0.5,0.21,AMO,18.97
a0001916,  1916 Boreas (1953 RA),Y,N,0.252842,0.4496411673900472,2.273086560372281,1.251013265787861,12.8801026568061,3.5,,AMO,14.8
a0001917,  1917 Cuyo (1968 AA),Y,N,0.0727329,0.5055075495391738,2.149076811685362,1.062702258838834,23.95916212632452,5.7,0.195,AMO,14.3
a0001943,  1943 Anteros (1973 EC),Y,N,0.0623068,0.2559951667053227,1.430462184139215,1.064270778844837,8.706205566935322,2.3,0.17,AMO,15.6
a0001980,  1980 Tezcatlipoca (1950 LA),Y,N,0.245963,0.3645634487547003,1.709577917567304,1.086328296024089,26.86722511059119,4.3,0.25,AMO,13.8
a0001981,  1981 Midas (1973 EA),Y,Y,0.00356774,0.65035151771509,1.776503077052497,0.621151604665878,39.82959060027727,3.4,,APO,15.2
a0002059,  2059 Baboquivari (1963 UA),Y,N,0.248663,0.5309192973039498,2.644147629104626,1.240318627892493,11.01363508200495,2.1651069365823927,,AMO,16.0
a0002061,  2061 Anza (1960 UA),Y,N,0.0560308,0.5357481029548782,2.264330203907595,1.051219592700668,3.799037150446937,2.6,,AMO,16.4
a0002062,  2062 Aten (1976 AA),Y,N,0.113146,0.1827171340905242,0.9667898316324988,0.790140764328748,18.93368681084476,1.1,0.26,ATE,17.1
a0002063,  2063 Bacchus (1977 HB),Y,N,0.0670798,0.3495079288087141,1.078099128589279,0.7012949351055603,9.431132064706487,1.1898147579246918,,APO,17.3
a0002100,  2100 Ra-Shalom (1978 RA),Y,N,0.150184,0.4365426452964736,0.8320476102774403,0.4688233454743172,15.75298268302562,2.3,0.13,ATE,16.3
a0002101,  2101 Adonis (1936 CA),Y,Y,0.0115889,0.7639969230880802,1.874841299172494,0.4424683153262496,1.322475968042881,0.6,,APO,18.8
a0002102,  2102 Tantalus (1975 YA),Y,Y,0.0434654,0.2991482374371164,1.290150777373146,0.9042044462938438,64.00699255328968,1.649,0.245,APO,16.0
a0002135,  2135 Aristaeus (1977 HA),Y,Y,0.00987554,0.5030136617821045,1.599967126006199,0.795161803222831,23.05815456689635,0.8860930932517321,,APO,17.94
a0002201,  2201 Oljato (1947 XC),Y,Y,0.00312534,0.7128855212674332,2.174083942076455,0.6242109777501252,2.522429202495983,1.8,0.4328,APO,15.3
a0002202,  2202 Pele (1972 RA),Y,N,0.144166,0.5126979015405494,2.290252275907231,1.116044740051126,8.742258693640231,1.3046059395138065,,AMO,17.1
a0002212,  2212 Hephaistos (1978 SB),Y,N,0.115888,0.8376667029769949,2.159195571056765,0.350509335967115,11.55177461309936,5.7,0.163,APO,13.3
a0002329,  2329 Orthos (1976 WA),Y,N,0.094385,0.6540343084600522,2.409261624342074,0.8335218639661636,24.47085287643591,4.3199562784405625,,APO,14.5
a0002340,  2340 Hathor (1976 UA),Y,Y,0.00687373,0.4498841655895494,0.8438292455376517,0.4642038295088863,5.854591233229053,0.3,,ATE,20.2
a0002368,  2368 Beltrovata (1977 RA),Y,N,0.233199,0.4133577609202115,2.105121146025348,1.234952982638521,5.223636168557607,2.3,0.27,AMO,15.1
a0002608,  2608 Seneca (1978 DA),Y,N,0.132428,0.5709673236567876,2.516282772678057,1.079567532398386,14.67274945506941,0.9,0.21,AMO,17.52
a0003102,  3102 Krok (1981 QA),Y,N,0.184359,0.4493181913097117,2.151154456058725,1.184601626634592,8.441614512036683,1.6,,AMO,16.2
a0003103,  3103 Eger (1982 BB),Y,N,0.0798354,0.3541491796984173,1.404234014661065,0.9069256902642332,20.93088089986864,1.5,0.64,APO,15.2
a0003122,  3122 Florence (1981 ET3),Y,Y,0.0453329,0.4229445910453244,1.768974947335498,1.020796561665261,22.14249624858464,4.9,0.231,AMO,14.0
a0003199,  3199 Nefertiti (1982 RA),Y,N,0.216441,0.2839877521113218,1.574480939978548,1.127347637091919,32.96249953498466,2.2,0.42,AMO,14.8
a0003200,  3200 Phaethon (1983 TB),Y,Y,0.0194361,0.8898311206936256,1.271367884101982,0.1400651749776319,22.25951171307781,6.25,0.1066,APO,14.3
a0003271,  3271 Ul (1982 RB),Y,N,0.276557,0.395867985128419,2.101721575511026,1.26971729011255,25.07050400019739,1.800857510412324,,AMO,16.4
a0003288,  3288 Seleucus (1982 DV),Y,N,0.102002,0.4561159444253455,2.033178573895787,1.105813408477933,5.929926313885356,2.8,0.22,AMO,15.2
a0003352,  3352 McAuliffe (1981 CW),Y,N,0.202741,0.3691144415713902,1.8791561666673,1.185532487582465,4.773341072126083,2.373992548280959,,AMO,15.8
a0003360,  3360 Syrinx (1981 VA),Y,N,0.108775,0.7461017373561634,2.465440309474676,0.6259710112277033,21.16213460187942,1.8,0.17,APO,15.9
a0003361,  3361 Orpheus (1982 HR),Y,Y,0.0135908,0.3227518287938224,1.209662179045708,0.8192414985359853,2.685064208145241,0.3,0.357,APO,19.03
a0003362,  3362 Khufu (1984 QA),Y,Y,0.0135341,0.4684786225760869,0.9895240677031432,0.5259531954596882,9.91690600813587,0.7,0.21,ATE,18.3
a0003551,  3551 Verenia (1983 RD),Y,N,0.0759261,0.4868495603158827,2.092937414612989,1.073991754539995,9.50709497807671,0.9,0.37,AMO,16.6
a0003552,  3552 Don Quixote (1983 SA),Y,N,0.334156,0.708940624668573,4.260619708090496,1.240093310761587,31.08439670402863,19.0,0.03,AMO,12.8
a0003553,  3553 Mera (1985 JA),Y,N,0.294382,0.3201562490933487,1.644518296184629,1.118015486912773,36.77055173445697,1.800857510412324,,AMO,16.4
a0003554,  3554 Amun (1986 EB),Y,N,0.250657,0.280576760744493,0.9739454856228308,0.7006790161250547,23.35695516099013,3.341,0.074,ATE,15.82
a0003671,  3671 Dionysus (1984 KD),Y,Y,0.0206816,0.5416798820204831,2.198591329800273,1.007658637662804,13.5340948148173,1.5,0.16,APO,16.4
a0003691,  3691 Bede (1982 FT),Y,N,0.35162,0.2841953364977403,1.774496551947305,1.27019290725256,20.35824565019472,4.3,0.593,AMO,14.7
a0003752,  3752 Camillo (1985 PA),Y,N,0.0782416,0.3016718800608424,1.413563764292719,0.9871313259326528,55.55753162973082,2.306,0.21,APO,15.3
a0003753,  3753 Cruithne (1986 TO),Y,N,0.071205,0.5148440884986424,0.9976970057262946,0.4840386002153157,19.80627828118542,2.071,0.365,ATE,15.6
a0003757,  3757 Anagolay (1982 XB),Y,Y,0.036196,0.44630354796355,1.834366453577306,1.015682197080439,3.867817849320273,0.5,0.18,APO,18.9
a0003838,  3838 Epona (1986 WA),Y,N,0.159811,0.7025010076665172,1.504950414606878,0.4477212318574034,29.20776336959013,2.6030310669964694,,APO,15.6
a0003908,  3908 Nyx (1980 PA),Y,N,0.0573946,0.4589935894896831,1.927872802601717,1.04299154485602,2.18557411909317,1.0,0.23,AMO,17.3
a0003988,  3988 Huma (1986 LA),Y,N,0.177819,0.31665902506828,1.544471256203417,1.055400493968061,10.76737558223517,0.7,,AMO,17.8
a0004015,  4015 Wilson-Harrington (1979 VA),Y,Y,0.0430103,0.6311870131501052,2.625914318209086,0.9684713029105984,2.798294802795844,4.0,0.05,APO,15.99
a0004034,  4034 Vishnu (1986 PA),Y,Y,0.0193934,0.4439425780383143,1.059509941130633,0.5891483664078772,11.17043812213602,0.42,0.52,APO,18.4
a0004055,  4055 Magellan (1985 DO2),Y,N,0.23975,0.3263362336133047,1.820434610349796,1.22636083606894,23.25372340218002,2.49,0.31,AMO,14.7
a0004179,  4179 Toutatis (1989 AC),Y,Y,0.00657948,0.6242486420344596,2.545398024690193,0.9564367643401444,0.4479491052800336,5.4,,APO,15.2
a0004183,  4183 Cuno (1959 LM),Y,Y,0.0283304,0.6341387636243487,1.983072161628205,0.7255292328754304,6.704037023888967,3.651,0.097,APO,14.1
a0004197,  4197 Morpheus (1982 TA),Y,N,0.0983462,0.7724192790605215,2.295124787435123,0.5223261537705526,12.59410572238528,1.8,0.37,APO,14.9
a0004257,  4257 Ubasti (1987 QA),Y,N,0.169603,0.4683921759239079,1.647086660794723,0.8756041558098392,40.71241967769784,2.373992548280959,,APO,15.8
a0004341,  4341 Poseidon (1987 KF),Y,N,0.194013,0.6795653375838798,1.835967623979213,0.5883076657967052,11.85378967597378,2.2671452828784515,,APO,15.9
a0004401,  4401 Aditi (1985 TB),Y,N,0.331404,0.5644002390075878,2.580681127479128,1.124144082327537,26.63802301661972,1.801,0.343,AMO,16.0
a0004450,  4450 Pan (1987 SY),Y,Y,0.028548,0.5866724027091977,1.442495037523659,0.5962230079635596,5.520541790922451,1.3046059395138065,,APO,17.1
a0004486,  4486 Mithra (1987 SB),Y,Y,0.0462892,0.663023402844932,2.199297519099557,0.7411117941177517,3.039698860306383,1.849,0.297,APO,15.5
a0004487,  4487 Pocahontas (1987 UA),Y,N,0.219924,0.29646227429953,1.730402045802409,1.217403119851267,16.40453386323421,1.1898147579246918,,AMO,17.3
a0004503,  4503 Cleobulus (1989 WM),Y,N,0.306677,0.5240915029944507,2.70448507372651,1.287087426611125,2.512920136681998,2.6030310669964694,,AMO,15.6
a0004544,  4544 Xanthus (1989 FB),Y,N,0.172809,0.2501656272957509,1.042099099153679,0.7814017243095622,14.14491537527707,1.3,,APO,17.1
a0004581,  4581 Asclepius (1989 FC),Y,Y,0.00354485,0.3570522724792216,1.022636912083183,0.6575020787027483,4.917322645495243,0.24858753701650987,,APO,20.7
a0004596,  4596 (1981 QB),Y,N,0.296609,0.5199542216102424,2.238728418140025,1.074692126089299,37.07686352400383,1.800857510412324,,AMO,16.4
a0004660,  4660 Nereus (1982 DB),Y,Y,0.00332828,0.3603359277287458,1.488743084595746,0.9522954640581828,1.432103476327154,0.33,0.55,APO,18.4
a0004688,  4688 (1980 WF),Y,N,0.109403,0.5174138379501934,2.232648320412635,1.077445184154881,6.373195987046823,0.6,0.18,AMO,19.4
a0004769,  4769 Castalia (1989 PB),Y,Y,0.0205439,0.4832323083363309,1.063147864469693,0.5494004678191624,8.885519032246105,1.4,,APO,16.9
a0004947,  4947 Ninkasi (1988 TJ1),Y,N,0.150456,0.1683455099565497,1.370090510939518,1.139441925188775,15.65097452382042,0.8619445964685667,,AMO,18.0
a0004953,  4953 (1990 MU),Y,Y,0.0260673,0.6576260243238594,1.621007825560215,0.5549908938391866,24.39060292626519,3.4314632447397715,,APO,15.0
a0004954,  4954 Eric (1990 SQ),Y,N,0.194663,0.449383752474778,2.000855357708107,1.101703468901974,17.42943960444952,10.8,0.176,AMO,12.5
a0004957,  4957 Brucemurray (1990 XJ),Y,N,0.425695,0.2187914328448276,1.565492767670026,1.222976361923286,35.01082635910582,3.499,0.132,AMO,14.9
a0005011,  5011 Ptah (6743 P-L),Y,Y,0.0248728,0.5000774535746889,1.636361895079404,0.8180542054614435,7.405387504347107,1.800857510412324,,APO,16.4
a0005131,  5131 (1990 BG),Y,N,0.274193,0.5691539333527227,1.486128269048439,0.6402925192528468,36.43079087249932,3.762524628723902,,APO,14.8
a0005143,  5143 Heracles (1991 VL),Y,N,0.0584006,0.7722007404364657,1.833305536052864,0.4176256436665707,9.030542501099534,4.843,0.227,APO,14.0
a0005189,  5189 (1990 UQ),Y,Y,0.0444772,0.4783414211238734,1.55240131295931,0.8098234627637865,3.578357325635536,0.9451034563112187,,APO,17.8
a0005324,  5324 Lyapunov (1987 SL),Y,N,0.2312,0.6047916152771321,2.986215669362206,1.180177471122755,19.60651653299614,2.7257081417153968,,AMO,15.5
a0005332,  5332 Davidaguilar (1990 DA),Y,N,0.3071,0.4556498038507966,2.165023852464397,1.178531158756698,25.49022055762551,3.6,,AMO,14.8
a0005370,  5370 Taranis (1986 RA),Y,N,0.216729,0.636639284766289,3.325138169060139,1.208224583360604,19.15015581694232,3.6,0.037,AMO,15.1
a0005381,  5381 Sekhmet (1991 JY),Y,N,0.112428,0.2963412966939172,0.9474534819956352,0.6666838885838817,48.9667777193404,0.935,0.507,ATE,16.6
a0005496,  5496 (1973 NA),Y,N,0.0906207,0.6357456718642881,2.434716611314947,0.8868560634553834,68.01887451013842,2.1651069365823927,,APO,16.0
a0005587,  5587 (1990 SB),Y,N,0.30648,0.5448120895124308,2.396403613409722,1.090813953472832,18.09772058822913,3.57,0.32,AMO,13.8
a0005590,  5590 (1990 VA),Y,N,0.121622,0.2795412193736886,0.985702882908754,0.7101582970802807,14.18555302786632,0.39398469514814133,,ATE,19.7
a0005604,  5604 (1992 FE),Y,Y,0.0336543,0.4060067985630431,0.9285867413164058,0.5515742112864432,4.715356390318168,0.55,0.48,ATE,17.2
a0005620,  5620 Jasonwheeler (1990 OA),Y,N,0.239058,0.4224217252142448,2.159728189662307,1.247412081791317,7.871966780751173,1.366090123221672,,AMO,17.0
a0005626,  5626 Melissabrucker (1991 FE),Y,N,0.213904,0.4543917922533777,2.194606397749348,1.197395263385293,3.8485506508852,4.959973445799733,,AMO,14.2
a0005645,  5645 (1990 SP),Y,N,0.0535098,0.3874348795511245,1.35499963399218,0.830025514004602,13.50254773420066,1.668,0.121,APO,17.1
a0005646,  5646 (1990 TR),Y,N,0.212024,0.4359095661713163,2.143443794171972,1.209096139741867,7.906258890589942,4.3,0.454,AMO,15.3
a0005653,  5653 Camarillo (1992 WD5),Y,N,0.283575,0.3041422182123129,1.794691928179093,1.248850344134971,6.872377617578552,1.537,0.271,AMO,16.2
a0005660,  5660 (1974 MA),Y,N,0.162354,0.7621000582673575,1.785154960689293,0.4246882611317205,38.13176071841984,2.7257081417153968,,APO,15.5
a0005693,  5693 (1993 EA),Y,Y,0.00561681,0.5851484376485565,1.270945800287991,0.5272538509134786,5.054676510869689,1.5684813222680876,,APO,16.7
a0005731,  5731 Zeus (1988 VP4),Y,N,0.070701,0.6533794502002339,2.264456222181983,0.7849070607302202,11.42318359228391,5.231,0.031,APO,15.6
a0005751,  5751 Zao (1992 AC),Y,N,0.245382,0.4234747904651161,2.103979832035936,1.212997413521688,16.07356067854632,2.3,0.36,AMO,14.8
a0005786,  5786 Talos (1991 RC),Y,N,0.188961,0.8267796685923635,1.081461927442424,0.1873311934763179,23.22780915035584,1.3046059395138065,,APO,17.1
a0005797,  5797 Bivoj (1980 AA),Y,N,0.0715876,0.4439525006046587,1.894850594385175,1.053626934735652,4.190151708243934,0.4,,AMO,18.8
a0005828,  5828 (1991 AM),Y,N,0.397192,0.6951778416176104,1.697722945016158,0.5175035724351321,30.12731212391516,2.2671452828784515,,APO,15.9
a0005836,  5836 (1993 MF),Y,N,0.1834,0.5369197024048158,2.439716445623393,1.129784617687146,7.949706199785473,3.762524628723902,,AMO,14.8
a0005863,  5863 Tara (1983 RB),Y,N,0.235375,0.506007331638734,2.221719512263852,1.09751315021351,19.49278406422272,2.485875370165096,,AMO,15.7
a0005869,  5869 Tanith (1988 VN4),Y,N,0.310284,0.321468869821685,1.811988485035517,1.229490594621242,17.92337129072433,1.2458889999152165,,AMO,17.2
a0005879,  5879 Almeria (1992 CH1),Y,N,0.167179,0.2894534810583702,1.624434454720942,1.15423624705081,21.57960204630619,1.0362853329448145,,AMO,17.6
a0006037,  6037 (1988 EG),Y,Y,0.0240529,0.4996135848090242,1.271315304317788,0.6361489077050027,3.499647085630365,0.6244236612741558,,APO,18.7
a0006047,  6047 (1991 TB1),Y,N,0.139979,0.352312194208752,1.454478111933608,0.9420477368896756,23.47155577876879,0.9451034563112187,,APO,17.8
a0006050,  6050 Miwablock (1992 AE),Y,N,0.268653,0.4371698458629604,2.20196715535296,1.239333513452005,6.405607234233363,2.884,0.257,AMO,14.9
a0006053,  6053 (1993 BW3),Y,N,0.223054,0.5282889036114057,2.147726402178328,1.01310637591427,21.58073267709335,3.72,0.14,APO,14.8
a0006063,  6063 Jason (1984 KB),Y,N,0.0744886,0.7662255850032114,2.213020954107677,0.5173476789221573,4.918375419542129,1.4,0.21,APO,15.9
a0006178,  6178 (1986 DA),Y,N,0.189563,0.5819601204491861,2.820877928039192,1.179239469265053,4.304841849111806,2.3,0.15,AMO,15.8
a0006239,  6239 Minos (1989 QF),Y,Y,0.026377,0.4126441608438479,1.151399146896372,0.6762810121289965,3.942233810026006,0.6846669297430096,,APO,18.5
a0006455,  6455 (1992 HE),Y,N,0.289476,0.5725463550796023,2.240985349918128,0.9579173560357168,37.3370263961005,4.626,0.227,APO,13.9
a0006456,  6456 Golombek (1992 OM),Y,N,0.281922,0.4093296378064725,2.19289606605955,1.295278713592156,8.225273048191731,2.2671452828784515,,AMO,15.9
a0006489,  6489 Golevka (1991 JX),Y,Y,0.0280499,0.6052965473603549,2.502473955538531,0.987735110391848,2.276480760253867,0.53,0.151,APO,19.2
a0006491,  6491 (1991 OA),Y,Y,0.0417607,0.5910939116910703,2.500187074248024,1.022341716571307,5.948776069327465,0.6244236612741558,,AMO,18.7
a0006569,  6569 Ondaatje (1993 MO),Y,N,0.254928,0.2208908959872184,1.626161162590132,1.266956966365981,22.64127653942712,1.800857510412324,,AMO,16.4
a0006611,  6611 (1993 VW),Y,N,0.0608608,0.4845960634460766,1.696077720565237,0.8741651338807284,8.696810018986826,1.4978880340791203,,APO,16.8
a0007025,  7025 (1993 QA),Y,N,0.0627913,0.3150669352968861,1.475871766980726,1.010873372466909,12.60993490426042,0.498,0.34,APO,18.3
a0007088,  7088 Ishtar (1992 AA),Y,N,0.222953,0.3911476537015151,1.980335949160996,1.20573218910591,8.304519781496975,1.5684813222680876,,AMO,16.7
a0007092,  7092 Cadmus (1992 LC),Y,N,0.0978362,0.697531145561712,2.535800881880733,0.7670007878260656,17.8090748352853,3.2770219579315416,,APO,15.1
a0007236,  7236 (1987 PA),Y,N,0.20099,0.5596642010816566,2.724379833834718,1.199641970688634,16.33667758838205,0.750722360083508,,AMO,18.3
a0007335,  7335 (1989 JA),Y,Y,0.0216163,0.4843281029377564,1.770445231877868,0.9129688513672636,15.19555380195391,1.8,0.322,APO,17.0
a0007336,  7336 Saunders (1989 RS1),Y,N,0.190276,0.4817050719244923,2.304880273500982,1.194607755576848,7.197246574134468,0.5963199670531791,,AMO,18.8
a0007341,  7341 (1991 VK),Y,Y,0.0477864,0.5065931382228088,1.842120155251205,0.9089147248190094,5.419121587267071,1.5684813222680876,,APO,16.7
a0007350,  7350 (1993 VA),Y,N,0.0807516,0.391236996359884,1.355864983974342,0.8254004401746784,7.262759240314128,1.921,0.05,APO,17.2
a0007358,  7358 Oze (1995 YA3),Y,N,0.124089,0.5022794126222156,2.198039349526624,1.094009436125874,4.66202496791273,3.939846951481413,,AMO,14.7
a0007474,  7474 (1992 TC),Y,N,0.167926,0.2920794727362687,1.565655508989528,1.108359673437232,7.088236897568524,0.9025667938004488,,AMO,17.9
a0007480,  7480 Norwan (1994 PC),Y,N,0.161961,0.3168207640694363,1.567757569087309,1.071059418173426,9.453898009820998,1.366090123221672,,AMO,17.0
a0007482,  7482 (1994 PC1),Y,Y,0.000336685,0.3283045869886862,1.346161267705482,0.9042103486912672,33.48902940670292,1.052,0.277,APO,16.5
a0007753,  7753 (1988 XB),Y,Y,0.00664514,0.4817156373279676,1.467776101234787,0.7607254011737119,3.122911172001204,0.6538518417986329,,APO,18.6
a0007822,  7822 (1991 CS),Y,Y,0.0230972,0.1646463012575573,1.122920698419507,0.9380359588191824,37.12099025844711,1.602,0.075,APO,17.4
a0007839,  7839 (1994 ND),Y,N,0.136207,0.5185777700758288,2.165318570332025,1.042432494625462,27.11833562228615,0.784,0.181,AMO,17.8
a0007888,  7888 (1993 UC),Y,N,0.0892134,0.6641474314270904,2.435467690127458,0.8179580794056377,26.08461202018213,3.2770219579315416,,APO,15.1
a0007889,  7889 (1994 LX),Y,N,0.154594,0.3463153552341869,1.261379778971083,0.8245445927314924,36.91250845232767,1.68,0.52,APO,15.2
a0007977,  7977 (1977 QQ5),Y,N,0.356811,0.4661023220817975,2.226495280517646,1.188720660164208,25.16446069137259,3.2770219579315416,,AMO,15.1
a0008013,  8013 Gordonmoore (1990 KA),Y,N,0.245735,0.431954231573515,2.199163477813731,1.249225507650162,7.570784492510116,2.3,,AMO,17.0
a0008014,  8014 (1990 MF),Y,Y,0.0170509,0.4561302585330824,1.746614348312863,0.9499306940593252,1.866994687786476,0.7,,APO,18.7
a0008034,  8034 Akka (1992 LR),Y,N,0.0738387,0.4092324457988628,1.830020751715351,1.081116883628204,2.024307396017117,0.9451034563112187,,AMO,17.8
a0008035,  8035 (1992 TB),Y,N,0.272823,0.4623070102905579,1.342111420347488,0.7216439021298263,28.30359550869813,1.3046059395138065,,APO,17.1
a0008037,  8037 (1993 HO1),Y,N,0.198976,0.4185978586917807,1.985830473801778,1.15456608974347,5.907554679401357,1.800857510412324,,AMO,16.4
a0008176,  8176 (1991 WA),Y,N,0.193313,0.6431878147045217,1.574917893492597,0.561949895238045,39.59826207586244,1.4304719672357855,,APO,16.9
a0008201,  8201 (1994 AH2),Y,N,0.101533,0.7067970332762996,2.537197099934554,0.7439137168635802,9.551459108151882,1.859,0.154,APO,15.7
a0008507,  8507 (1991 CB1),Y,N,0.219679,0.5947142556114355,1.687028117476157,0.683728446395763,14.58940163194763,1.2458889999152165,,APO,17.2
a0008566,  8566 (1996 EN),Y,Y,0.0213905,0.4304645963484311,1.506327525530366,0.857906855284406,37.97718340311962,1.568,0.217,APO,16.3
a0008567,  8567 (1996 HW1),Y,N,0.12239,0.4491961939945195,2.04544525169161,1.126639029607577,8.449292786685852,2.928,0.156,AMO,15.3
a0008709,  8709 Kadlu (1994 JF1),Y,N,0.276752,0.48939234909325,2.529085885665904,1.291370603021285,3.516354017284441,1.4304719672357855,,AMO,16.9
a0009058,  9058 (1992 JB),Y,N,0.0846344,0.3596886132147182,1.556349383612491,0.9965482321433324,16.08090004190406,0.9451034563112187,,APO,17.8
a0009162,  9162 Kwiila (1987 OA),Y,N,0.0809232,0.5953172175719142,1.49661427461101,0.6056540288711746,9.007732789076975,1.127,0.088,APO,17.9
a0009172,  9172 Abhramu (1989 OB),Y,N,0.251513,0.5529633941480585,2.708484497811266,1.210791716904149,7.84530180514068,1.800857510412324,,AMO,16.4
a0009202,  9202 (1993 PB),Y,N,0.373036,0.6074426948324929,1.423857179517597,0.5589455373348353,40.81853510743859,1.617,0.269,APO,15.9
a0009400,  9400 (1994 TW1),Y,N,0.287569,0.580058188690842,2.588927632710728,1.087198959428874,35.98758173132445,3.762524628723902,,AMO,14.8
a0009856,  9856 (1991 EE),Y,Y,0.0224508,0.6260224968988295,2.243190497865046,0.8389027813718416,9.827000270016448,1.0,0.3,APO,17.4
a0009950,  9950 ESA (1990 VB),Y,N,0.280124,0.5330345789967202,2.437035835022064,1.138011464701157,14.59746583334981,2.067661072379766,,AMO,16.1
a0010115, 10115 (1992 SK),Y,Y,0.0459104,0.3247856997203078,1.248431683697303,0.8429589257546724,15.32038896280081,0.938,0.28,APO,17.0
a0010145, 10145 (1994 CK1),Y,N,0.062697,0.6325845414172069,1.900985532291189,0.6984514711060225,4.548124951352678,1.4978880340791203,,APO,16.8
a0010150, 10150 (1994 PN),Y,N,0.226269,0.5437909594227842,2.374976300694467,1.083485659533448,45.96099088925963,2.854166808844959,,AMO,15.4
a0010165, 10165 (1995 BL2),Y,N,0.375346,0.5038536451823441,1.234671249850577,0.6125776400115232,23.89781764437027,0.829,0.372,APO,17.3
a0010302, 10302 (1989 ML),Y,N,0.0823487,0.1364029076489758,1.272206355146454,1.098673709174972,4.378247099464627,0.4523549545486838,,AMO,19.4
a0010563, 10563 Izhdubar (1993 WD),Y,N,0.145582,0.266297474916236,1.006885719076033,0.7387545945568665,63.46247253358411,1.4978880340791203,,APO,16.8
a0010636, 10636 (1998 QK56),Y,N,0.110128,0.5136125776355763,1.884167144078655,0.9164352005121544,13.56228819115386,0.9896448099650541,,APO,17.7
a0010860, 10860 (1995 LE),Y,N,0.112448,0.5746700440569127,2.577320774525483,1.096211731480127,4.149407211310682,1.2458889999152165,,AMO,17.2
a0011054, 11054 (1991 FA),Y,N,0.123672,0.446575234548069,1.979935283814976,1.095745220055306,3.076795371742828,1.4304719672357855,,AMO,16.9
a0011066, 11066 Sigurd (1992 CC1),Y,N,0.117715,0.3753355064248937,1.391509403713261,0.8692265169755421,36.88044987018519,2.104,0.19,APO,15.1
a0011284, 11284 Belenus (1990 BA),Y,N,0.168636,0.3374610503272581,1.740042686895406,1.152846054161418,1.992916774620878,0.7861028149035884,,AMO,18.2
a0011311, 11311 Peleus (1993 XN2),Y,N,0.0958009,0.5358470364764222,2.116402602298342,0.9823345398657872,25.49099969543255,2.2671452828784515,,APO,15.9
a0011398, 11398 (1998 YP11),Y,N,0.202805,0.3889742315540371,1.720633490203685,1.051351400565566,15.02584254932623,1.316,0.318,AMO,16.3
a0011405, 11405 (1999 CV3),Y,N,0.118672,0.3938078309626465,1.459582058638452,0.8847872140140487,22.86335269379592,3.1295316740540717,,APO,15.2
a0011500, 11500 Tomaiyowit (1989 UR),Y,Y,0.0344037,0.3557795887714189,1.079768039363419,0.6956086103501808,10.30870902646075,0.738,0.142,APO,18.3
a0011885, 11885 Summanus (1990 SS),Y,N,0.0670826,0.474902213321591,1.703268930681788,0.8943827456191072,19.41789648202795,1.298,0.033,APO,18.5
a0012538, 12538 (1998 OH),Y,Y,0.0288994,0.4060696629576222,1.541695307363827,0.9156596135192502,24.52621522916323,1.663,0.232,APO,15.9
