id,full_name,neo,pha,moid,e,a,q,i,diameter,albedo,class,H
a0468448,468448 (2003 LS3),Y,N,0.239701,0.5280424061058429,2.64673134937664,1.249144959336035,9.570785036287052,0.9451034563112187,,AMO,17.8
a0468452,468452 (2003 SD170),Y,N,0.15259,0.4687926783829788,2.200276924142213,1.168803211689323,8.228922948664648,0.5193729792671287,,AMO,19.1
a0468462,468462 (2004 BS102),Y,N,0.192142,0.3853143470187566,1.706095514312512,1.048712435263557,25.65275551730004,0.4959973445799733,,AMO,19.2
a0468468,468468 (2004 KH17),Y,Y,0.00352913,0.498312188584604,0.7121065677945697,0.357255185491387,22.12359882004321,0.197,0.072,ATE,21.9
a0468481,468481 (2004 TP20),Y,N,0.116943,0.3510752969574353,1.343800101522668,0.8720250818291654,25.3725175343119,0.34314632447397714,,APO,20.0
a0468540,468540 (2006 MD12),Y,N,0.227906,0.6052278013662148,0.8386033736665116,0.3310572976040385,27.2729228348749,0.4523549545486838,,ATE,19.4
a0468541,468541 (2006 QA31),Y,N,0.204788,0.4578425589607739,1.197849591782622,0.6494230694307476,11.85784288770227,0.32770219579315385,,APO,20.1
a0468583,468583 (2007 LS),Y,N,0.0622695,0.6818650273404704,2.69309514694619,0.8567677509432381,6.374218027100702,0.9025667938004488,,APO,17.9
a0468681,468681 (2009 MZ6),Y,N,0.259329,0.4507990919303123,2.312509497321708,1.270032315848859,5.934110468126359,0.27257081417153944,,AMO,20.5
a0468684,468684 (2009 QY33),Y,N,0.22459,0.282955707564858,1.473201421076473,1.056350670590225,23.01060654733353,0.41255262178474905,,AMO,19.6
a0468727,468727 (2010 JE87),Y,Y,0.0351905,0.4368634222616627,0.9043698333999014,0.5092837329906107,16.92207512814576,0.308,0.108,ATE,20.7
a0468730,468730 (2010 MN51),Y,N,0.325644,0.2444122308641304,1.595745772184829,1.205725988113131,33.62437445169879,0.7169342880402657,,AMO,18.4
a0468738,468738 (2010 TN54),Y,N,0.164219,0.4450188052948781,2.10899720440819,1.170453788132219,4.721826006625303,0.4959973445799733,,AMO,19.2
a0468741,468741 (2010 VM1),Y,N,0.177651,0.4427334107926195,2.104717786056165,1.172888901879628,5.825407898881053,0.34314632447397714,,AMO,20.0
a0468813,468813 (2012 OT5),Y,N,0.177829,0.2597974487719781,1.602521548070291,1.186190538279509,5.753949833169469,0.15684813222680874,,AMO,21.7
a0468837,468837 (2012 UP27),Y,N,0.204066,0.2652865451509395,1.627755167249789,1.195933622578503,6.27515559347953,0.21651069365823924,,AMO,21.0
a0468909,468909 (2014 KZ44),Y,N,0.293656,0.3463575513450396,0.9799999721728964,0.640569581492885,39.4628015890044,0.28541668088449595,,ATE,20.4
a0468910,468910 (2014 KQ76),Y,Y,0.0410655,0.4234214495315029,1.006992918449186,0.580610517251473,4.774037038465619,0.17198055709247903,,APO,21.5
a0469219,469219 Kamo`oalewa (2016 HO3),Y,N,0.033098,0.1033008457332786,1.001247952341482,0.8978181920758936,7.785290872333171,0.047367378676019346,,APO,24.3
a0469356,469356 (2001 DR8),Y,N,0.0781114,0.6718091246756972,1.925705671715909,0.6319990300174186,6.560465956745626,0.5963199670531791,,APO,18.8
a0469373,469373 (2001 RQ3),Y,N,0.324459,0.474156381934889,2.401222835611378,1.262667703658452,15.64609614237648,0.5193729792671287,,AMO,19.1
a0469445,469445 (2002 LT24),Y,Y,0.0113478,0.495822883859008,0.7200756009267175,0.3630456398787243,0.7634235890086972,0.143,0.136,ATE,22.1
a0469494,469494 (2002 XS40),Y,N,0.154636,0.3380494315886226,1.49710981227459,0.9910126912094152,11.62859307376072,0.758,0.028,APO,20.1
a0469513,469513 (2003 QR79),Y,N,0.0698126,0.3056153966694223,1.278594001517876,0.8878359885648462,17.16336603479321,0.22671452828784544,,APO,20.9
a0469634,469634 (2004 SZ19),Y,N,0.249137,0.3026850334192778,1.796493629457913,1.252721895187925,26.2260698946169,0.4959973445799733,,AMO,19.2
a0469722,469722 (2005 LP40),Y,N,0.119951,0.5475048132933086,1.963527465358181,0.8884867270409667,23.62223305578654,0.43199562784405615,,APO,19.5
a0469727,469727 (2005 NK1),Y,N,0.494977,0.7273642104603649,1.603887971776407,0.4372772635183847,33.59416001630015,1.2458889999152165,,APO,17.2
a0469737,469737 (2005 NW44),Y,N,0.0537641,0.4833267270659372,0.7792952957295297,0.4026410510266945,6.073320646375435,0.28541668088449595,,ATE,20.4
a0469896,469896 (2005 WC1),Y,Y,0.01411,0.4865936095644194,1.400423594211333,0.7189864225848628,19.98479081933549,0.24858753701650987,,APO,20.7
a0469929,469929 (2006 AK8),Y,N,0.111006,0.1224304828117774,1.157007453579055,1.015354472420546,28.9494707415782,0.21651069365823924,,APO,21.0
a0470004,470004 (2006 MJ10),Y,N,0.158151,0.5856737880696101,1.875922386290569,0.7772438161871891,39.29233700527099,0.6538518417986329,,APO,18.6
a0470310,470310 (2007 LB15),Y,Y,0.00645159,0.3952969997796045,0.9384675839712302,0.5674941636369888,25.19282083400186,0.4523549545486838,,ATE,19.4
a0470510,470510 (2008 CJ116),Y,N,0.197545,0.3392531357546617,1.748018850303429,1.154997973979732,13.31668160938048,0.5193729792671287,,AMO,19.1
a0470585,470585 (2008 JQ14),Y,N,0.194033,0.5184351746275068,2.461475244780835,1.185359896411598,14.51536715690846,0.5438502736768585,,AMO,19.0
a0470594,470594 (2008 MN1),Y,N,0.141255,0.2476123537868842,1.376511013886597,1.035669881724567,37.22663417552153,0.3129531674054072,,AMO,20.2
a0470678,470678 (2008 SS251),Y,N,0.233309,0.5112050350590545,2.526783628563841,1.235079115137218,4.095162515536088,0.2067661072379766,,AMO,21.1
a0470864,470864 (2008 YV148),Y,N,0.25672,0.1725474247420803,1.428938288845629,1.182378666989961,12.6014093933415,0.27257081417153944,,AMO,20.5
a0470909,470909 (2009 DK46),Y,N,0.534583,0.5119197807038133,2.629237119584837,1.283278629908642,26.27930391674264,0.7861028149035884,,AMO,18.2
a0470951,470951 (2009 LS),Y,N,0.0897153,0.2912795824983447,1.262725227808882,0.8949191506425834,45.00017006145313,0.8619445964685667,,APO,18.0
a0470975,470975 (2009 SC15),Y,N,0.055626,0.1793427277456284,1.265699366750055,1.038705389811186,6.8440062709626,0.18008575104123223,,AMO,21.4
a0471034,471034 (2009 TG8),Y,N,0.333045,0.3291544460140302,1.812013780333965,1.21558138829835,17.46058217324442,0.4959973445799733,,AMO,19.2
a0471083,471083 (2009 XF2),Y,N,0.064454,0.2467869917948965,1.285529239384218,0.9682773455322056,14.01397430549045,0.244,0.271,APO,19.9
a0471108,471108 (2010 CL1),Y,N,0.367929,0.3539526685983652,1.797007829085809,1.160952112488732,19.99010657809199,0.4523549545486838,,AMO,19.4
a0471240,471240 (2011 BT15),Y,Y,0.000590612,0.3024643767802425,1.292908746716063,0.9018499084068649,1.661416538291699,0.15684813222680874,,APO,21.7
a0471241,471241 (2011 BX18),Y,Y,0.0280171,0.7294867680924,2.877993276687203,0.778535262684999,14.55210642015867,0.7861028149035884,,APO,18.2
a0471323,471323 (2011 KW15),Y,Y,0.0436866,0.4936771908418025,1.169871687880425,0.592332719362259,23.65846810674308,0.4523549545486838,,APO,19.4
a0471487,471487 (2011 VS5),Y,N,0.155802,0.4220970817232731,1.23900275680082,0.7160233089081035,9.110928029019886,0.41255262178474905,,APO,19.6
a0471926,471926 Jormungandr (2013 KN6),Y,Y,0.0492954,0.8509653834457863,1.465630455312601,0.2184296729176911,23.57418627296954,0.6538518417986329,,APO,18.6
a0471956,471956 (2013 SC25),Y,N,0.0738997,0.6481290081379469,1.60466307746546,0.5646343886721858,10.17203274507698,0.4959973445799733,,APO,19.2
a0471984,471984 (2013 UE3),Y,N,0.0234758,0.2256586495682982,1.026363936216679,0.7947560364044199,3.356835221728562,0.09451034563112186,,APO,22.8
a0472263,472263 (2014 RP12),Y,N,0.09364,0.4864561125342426,1.036232879192847,0.5321510611005293,21.08976302998579,0.7861028149035884,,APO,18.2
a0474158,474158 (1999 FA),Y,Y,0.00600237,0.1327879491562597,1.078248320578511,0.9350699374077094,12.02841629308575,0.24858753701650987,,APO,20.7
a0474163,474163 (1999 SO5),Y,Y,0.0144609,0.06519877357106575,1.085983525356754,1.015178731385111,13.364884759,0.22671452828784544,,APO,20.9
a0474179,474179 (1999 VS6),Y,N,0.121859,0.2230889313280828,1.197841946358151,0.93061666664516,27.97016771744621,0.5438502736768585,,APO,19.0
a0474223,474223 (2001 CC32),Y,N,0.283162,0.3474516117037936,1.643647169299066,1.072559311253727,39.97328705475035,0.5438502736768585,,AMO,19.0
a0474231,474231 (2001 HZ7),Y,Y,0.0468942,0.4986859989539782,1.469377784816267,0.7366196563543833,5.425244001015018,0.34314632447397714,,APO,20.0
a0474238,474238 (2001 RU17),Y,N,0.109076,0.2409354290012668,0.9586527316414366,0.7276793244801707,13.88177990351628,0.17198055709247903,,ATE,21.5
a0474425,474425 (2002 YF4),Y,N,0.429804,0.333958909988099,1.754824576951149,1.168785274012216,33.67410981248384,0.358,0.368,AMO,18.8
a0474451,474451 (2003 SR15),Y,N,0.0704961,0.2783631316829789,1.277571623766565,0.9219427856255956,14.08372925184298,0.16424015696315358,,APO,21.6
a0474474,474474 (2003 SJ215),Y,N,0.285975,0.4248671822895779,2.204588561478466,1.267931231255276,6.176341360349993,0.4523549545486838,,AMO,19.4
a0474532,474532 (2003 VG1),Y,N,0.180138,0.5794898141283181,2.693172901555795,1.132506637417804,8.870436024439645,0.5963199670531791,,AMO,18.8
a0474549,474549 (2003 WX153),Y,N,0.0862373,0.602142743627705,2.186277139332317,0.8698262243242252,32.62149034201165,0.9451034563112187,,APO,17.8
a0474554,474554 (2003 YQ94),Y,N,0.139167,0.6181920425404759,2.652208198309167,1.012634194953828,8.533435296214298,1.0851239560529478,,APO,17.5
a0474574,474574 (2004 FG1),Y,N,0.267091,0.2849980058699264,1.751298272900145,1.252181757440157,24.1759042038449,0.4523549545486838,,AMO,19.4
a0474585,474585 (2004 HC2),Y,N,0.0685609,0.3114965816248416,1.387026927194378,0.9549727807517212,55.02492110720685,0.43199562784405615,,APO,19.5
a0474611,474611 (2004 SB56),Y,N,0.0531554,0.2376801289417242,0.8657578997162081,0.6599844504793434,18.6940092053374,0.4959973445799733,,ATE,19.2
a0474613,474613 (2004 TL19),Y,N,0.20058,0.5302312832153918,2.526771099820131,1.186998017170936,12.53340241672335,0.22671452828784544,,AMO,20.9
a0474674,474674 (2005 CZ6),Y,N,0.523808,0.4913928354446875,2.55423444069228,1.299101936490025,26.63909627899463,0.5193729792671287,,AMO,19.1
a0474706,474706 (2005 GC141),Y,N,0.23614,0.199102074763856,1.489726342529157,1.193118736901231,28.27928263659145,0.43199562784405615,,AMO,19.5
a0475016,475016 (2005 UO),Y,N,0.00236581,0.5824230488104407,1.350796812281742,0.5640616145491852,7.707785631427023,0.164,0.094,APO,22.1
a0475354,475354 (2006 CE),Y,N,0.25772,0.3606819404087356,1.779164196667993,1.137451801908032,44.30290228518989,0.6538518417986329,,AMO,18.6
a0475462,475462 (2006 SW5),Y,N,0.164361,0.3951843420781292,1.833693323824574,1.109046434075902,9.008674758630242,0.5694811474323337,,AMO,18.9
a0475534,475534 (2006 TS7),Y,Y,0.0152724,0.5802664971626748,0.9463321271449672,0.3972072985740542,5.501328317600195,0.197460099452781,,ATE,21.2
a0475665,475665 (2006 VY13),Y,N,0.141012,0.6134919856286593,2.920681573734328,1.128866835675018,4.672664433437478,1.3046059395138065,,AMO,17.1
a0475950,475950 (2007 FE1),Y,N,0.0664235,0.5476486985718375,2.018858486476443,0.9132332637569094,9.845173464629518,0.389,0.353,APO,18.7
a0475967,475967 (2007 JF22),Y,N,0.392522,0.5861589425171694,3.071149396816668,1.270967714066367,25.3559653130308,1.9746009945278102,,AMO,16.2
a0476093,476093 (2007 TC66),Y,N,0.139283,0.7102045453462917,2.069537137113375,0.5997424555725043,10.58931894332959,0.43199562784405615,,APO,19.5
a0476187,476187 (2007 UQ13),Y,N,0.292216,0.4253897311542216,1.165063460371552,0.6694574281864901,29.30153483227264,0.34314632447397714,,APO,20.0
a0476438,476438 (2008 EB9),Y,N,0.344896,0.217262908342743,1.56280261966832,1.223263577353523,21.34855665033712,0.433,0.065,AMO,20.4
a0476601,476601 (2008 SE85),Y,Y,0.0246206,0.5251456660245368,1.626055167644554,0.7721393436392149,29.59633303774366,0.3762524628723901,,APO,19.8
a0476904,476904 (2008 WK32),Y,N,0.068801,0.3788188955952154,1.396122529466619,0.8672449347384757,15.4520121962509,0.4959973445799733,,APO,19.2
a0477051,477051 (2009 BD2),Y,N,0.406673,0.5065606052158103,2.594198387825513,1.280079682438742,14.62221014384589,0.9896448099650541,,AMO,17.7
a0477162,477162 (2009 ES),Y,Y,0.0412299,0.329391885909441,1.436162551118097,0.9631022599327932,30.33200383272954,0.26030310669964696,,APO,20.6
a0477248,477248 (2009 SV),Y,N,0.0677369,0.2783776964640642,1.475747986713329,1.064932661610592,24.93592661258716,0.3762524628723901,,AMO,19.8
a0477327,477327 (2009 TB8),Y,N,0.0865864,0.7090321838960838,2.268836122395047,0.6601582916309644,10.31787357720307,0.750722360083508,,APO,18.3
a0477465,477465 (2009 XZ1),Y,Y,0.0422126,0.5337993243189759,0.8557010326883038,0.3989283996202373,8.158239378322296,0.15684813222680874,,ATE,21.7
a0477490,477490 (2010 CG18),Y,N,0.129758,0.2260840340549252,1.438617046037131,1.113368700808876,10.15539405163464,0.652,0.017,AMO,20.6
a0477491,477491 (2010 CD19),Y,N,0.0722165,0.5787357293340424,2.256913325547024,0.9507569460428482,20.7528966703304,0.739,0.25,APO,17.9
a0477492,477492 (2010 CG19),Y,N,0.370454,0.1866961683558775,1.563337733790425,1.271468569045592,61.93520122115603,0.43199562784405615,,AMO,19.5
a0477519,477519 (2010 DJ56),Y,Y,0.0272259,0.2453348864885957,1.24995906612907,0.943300500524904,34.8424116836576,0.321,0.327,APO,19.2
a0477524,477524 (2010 EH43),Y,N,0.225575,0.04405433752147641,1.277834772757925,1.221540608382168,37.54233998632009,0.991,0.054,AMO,18.8
a0477588,477588 (2010 JD87),Y,N,0.283505,0.6397802537912884,1.427566370475137,0.5142375956686454,24.6091682841979,0.692,0.093,APO,19.4
a0477719,477719 (2010 SG15),Y,N,0.0922436,0.4762899692639908,2.079503636198774,1.089056913229303,0.8275393833671341,0.031295316740540716,,AMO,25.2
a0477762,477762 (2010 XZ67),Y,N,0.0610454,0.4949766364170464,2.059358919193606,1.040024368195711,11.85627039451582,0.326,0.201,AMO,19.7
a0477885,477885 (2011 JT9),Y,N,0.278468,0.5197300638938103,2.692119617302636,1.292944116592157,19.06727163676459,1.3046059395138065,,AMO,17.1
a0478574,478574 (2012 TS78),Y,Y,0.00785673,0.3814183932198943,1.608230805045869,0.9948219954585366,32.67194266459176,0.6538518417986329,,APO,18.6
a0478784,478784 (2012 UV136),Y,N,0.0101031,0.1402192147618554,1.00514337004345,0.8642029559728722,2.131770209593417,0.027257081417153942,,APO,25.5
a0479325,479325 (2013 TV5),Y,N,0.120551,0.2527530183397709,1.333787453606909,0.9966686488840456,18.77348296335138,0.47367378676019345,,APO,19.3
a0479345,479345 (2013 WY67),Y,N,0.13293,0.3726801188699617,1.342850806914479,0.8423970085689673,19.82134394146175,0.4959973445799733,,APO,19.2
a0480004,480004 (2014 KD91),Y,N,0.21902,0.5457478301282389,2.353391707285545,1.069033289592668,32.23901290591521,1.2458889999152165,,AMO,17.2
a0480808,480808 (1994 XL1),Y,Y,0.0365377,0.5262551923952086,0.6708944788561627,0.3178327758088296,28.16729064054445,0.22671452828784544,,ATE,20.9
a0480817,480817 (1998 SJ2),Y,N,0.170622,0.5020002198961772,2.329464965605847,1.160073040631271,10.3905537061308,0.8231506991887187,,AMO,18.1
a0480820,480820 (1998 VF32),Y,Y,0.0368562,0.4437094460430822,0.8509814574196514,0.4733929463550431,23.74491502651408,0.2067661072379766,,ATE,21.1
a0480822,480822 (1998 YM4),Y,Y,0.046563,0.7196658632120625,1.476667216463001,0.4139602294502018,3.433575769955675,0.39398469514814133,,APO,19.7
a0480823,480823 (1998 YW5),Y,N,0.128298,0.6203033954186724,1.240230424445174,0.4709112810602914,8.337398349898416,0.32770219579315385,,APO,20.1
a0480824,480824 (1999 JO6),Y,N,0.484631,0.4972721907930011,2.578656889936947,1.296362528974535,27.86539492590478,1.5684813222680876,,AMO,16.7
a0480854,480854 (2001 AO2),Y,N,0.387823,0.6106735791671148,3.05886851128046,1.190898329295237,19.87944768069978,0.8231506991887187,,AMO,18.1
a0480856,480856 (2001 NZ1),Y,N,0.187157,0.4041471380468362,2.016749244937312,1.201685809437779,24.60779056329461,0.9025667938004488,,AMO,17.9
a0480858,480858 (2001 PT9),Y,Y,0.0287069,0.4549567816290108,1.468368731035004,0.8003244189186438,7.182499955620348,0.23739925482809593,,APO,20.8
a0480883,480883 (2001 YE4),Y,Y,0.0312898,0.5404214351464689,0.676875622805979,0.3110775273135119,4.837990331456171,0.24858753701650987,,ATE,20.7
a0480885,480885 (2002 AC29),Y,N,0.0736111,0.5030993001879873,1.641561067141268,0.8156928430466504,26.60500302470295,0.9025667938004488,,APO,17.9
a0480922,480922 (2002 XP37),Y,N,0.103617,0.359312169051247,0.9549904349930924,0.6118507503725304,21.53113202125097,0.28541668088449595,,ATE,20.4
a0480927,480927 (2002 YZ3),Y,N,0.320641,0.7960118007259159,1.943514320327462,0.3964539864669944,19.92702368100655,0.8231506991887187,,APO,18.1
a0480934,480934 (2003 LX5),Y,N,0.278417,0.5415189033083097,2.784993375321235,1.276866816996372,1.262081478027149,1.0851239560529478,,AMO,17.5
a0480936,480936 (2003 QH5),Y,Y,0.00692542,0.220534850815555,1.260246394331391,0.9823181437666768,17.6137843895207,0.537,0.056,APO,20.1
a0480984,480984 (2003 YR70),Y,N,0.0940666,0.4304937748050414,1.896676445237603,1.08016904274346,2.655260551515055,0.32770219579315385,,AMO,20.1
a0481025,481025 (2004 VA1),Y,N,0.172607,0.5123699152277587,1.051338507370805,0.5126642854735476,14.90508557693304,0.27257081417153944,,APO,20.5
a0481027,481027 (2004 XN44),Y,N,0.0513703,0.57554142441323,2.429084854615353,1.031045897369429,2.764565746009193,0.6846669297430096,,AMO,18.5
a0481032,481032 (2004 YZ23),Y,N,0.315488,0.6771126392811754,3.421104664976391,1.104631456017086,56.15416479755968,3.2770219579315416,,AMO,15.1
a0481052,481052 (2005 HD4),Y,N,0.0573133,0.262321347923241,1.440457375258207,1.062594654954501,22.47382414747505,0.24858753701650987,,AMO,20.7
a0481127,481127 (2005 UJ6),Y,N,0.124804,0.4160708776518265,1.068447875886183,0.6238978304409888,18.9963284740989,0.17198055709247903,,APO,21.5
a0481327,481327 (2006 BB27),Y,N,0.0503428,0.2457429666223628,1.362335314358109,1.027550992673338,27.15704427667384,0.216,0.378,AMO,20.0
a0481381,481381 (2006 OS5),Y,N,0.308524,0.5917337319013635,2.861022883959661,1.168059135779009,26.46361757308874,0.750722360083508,,AMO,18.3
a0481394,481394 (2006 SF6),Y,Y,0.0192101,0.2805253283503641,0.9501261160573874,0.6835916753761326,5.838845550955367,0.35931831251543855,,ATE,19.9
a0481442,481442 (2006 WO3),Y,N,0.132305,0.4474634226329613,0.7997038355552004,0.4418656202049636,21.2130100191519,0.16424015696315358,,ATE,21.6
a0481457,481457 (2006 XD2),Y,Y,0.0177543,0.4250529198389397,1.266734916649544,0.7283055416657193,3.5607246159863,0.21651069365823924,,APO,21.0
a0481482,481482 (2007 CA19),Y,Y,0.019437,0.8213731615050736,2.810477697977156,0.502026745850158,9.59376126385446,1.0362853329448145,,APO,17.6
a0481532,481532 (2007 LE),Y,Y,0.0453577,0.5165872266646796,1.838429470639058,0.8887202889830119,29.52647992956184,0.39398469514814133,,APO,19.7
a0481542,481542 (2007 RF5),Y,N,0.209396,0.38344448586306,1.064213450411808,0.6561466710700989,31.91775930173359,0.750722360083508,,APO,18.3
a0481543,481543 (2007 RN7),Y,N,0.176827,0.1119200754095623,1.297294449813173,1.152101157161676,9.839143451162192,0.15684813222680874,,AMO,21.7
a0481775,481775 (2008 SX7),Y,N,0.253782,0.4832761907555391,2.435612039492366,1.258538730888166,6.487123848817648,0.7169342880402657,,AMO,18.4
a0481790,481790 (2008 TF4),Y,N,0.424708,0.3195879474466949,1.894200455656595,1.28883681998071,24.06184893538798,0.4959973445799733,,AMO,19.2
a0481817,481817 (2008 UL90),Y,Y,0.0261063,0.3798674079886519,0.6950438277984461,0.4310193304941394,24.30965820724706,0.6538518417986329,,IEO,18.6
a0481904,481904 (2009 BB11),Y,N,0.264974,0.1482425684203639,1.374595836037218,1.170822218763123,19.47606392397648,0.43199562784405615,,AMO,19.5
a0481918,481918 (2009 BE77),Y,N,0.273817,0.8260152414617941,2.522500738833231,0.4388766819583458,21.12932276385464,0.8231506991887187,,APO,18.1
a0481965,481965 (2009 EB1),Y,N,0.199177,0.4542485769421595,1.106430856770651,0.6038362145976885,12.50649563193554,0.24858753701650987,,APO,20.7
a0481984,481984 Cernunnos (2009 KL2),Y,N,0.163743,0.4694859112284271,2.200049433334337,1.167157220377781,9.454948794005483,0.9025667938004488,,AMO,17.9
a0481985,481985 (2009 KM7),Y,N,0.351031,0.4869041624359384,2.239844515489188,1.149254897688195,17.92444385998637,0.9451034563112187,,AMO,17.8
a0481989,481989 (2009 QB35),Y,N,0.156619,0.4976177739522909,2.285950052062171,1.14842067578887,5.045732159184622,0.35931831251543855,,AMO,19.9
a0482049,482049 (2009 XG8),Y,N,0.169116,0.1897251566926729,1.427804111801958,1.156913752963889,59.90202845454852,0.5963199670531791,,AMO,18.8
a0482054,482054 (2010 AE),Y,N,0.147033,0.3769405655429116,1.488713601754443,0.9275570547776986,15.97614829172552,0.413,0.18,APO,19.5
a0482055,482055 (2010 AH30),Y,N,0.21326,0.5495425787609098,2.289663190753937,1.031395776413085,43.34567479062229,1.855,0.022,AMO,18.4
a0482111,482111 (2010 NT1),Y,N,0.206717,0.2181009076190981,1.458309786461515,1.140251098444445,39.52375595509788,0.383,0.209,AMO,19.5
a0482228,482228 (2011 BH10),Y,N,0.151097,0.372391684223272,1.583041859083047,0.9935302349831712,12.45774564508439,0.9025667938004488,,APO,17.9
a0482234,482234 (2011 CG71),Y,N,0.11736,0.162611355359637,1.320751073467947,1.105981951318629,4.531914804317902,0.10362853329448146,,AMO,22.6
a0482244,482244 (2011 HR),Y,N,0.295295,0.05186013040703973,1.315036195901578,1.246838247292145,16.20602768156176,0.3762524628723901,,AMO,19.8
a0482250,482250 (2011 LL2),Y,Y,0.0146782,0.09640128089786298,1.133987770537306,1.024669896934998,24.67635171787454,0.35931831251543855,,AMO,19.9
a0482344,482344 (2011 WL15),Y,Y,0.0405263,0.2819067383277362,1.352014976391184,0.970872844226494,18.38853203314419,0.39398469514814133,,APO,19.7
a0482391,482391 (2012 AN23),Y,N,0.203683,0.3640433194453982,1.850280868365488,1.176698479139402,6.170540918190016,0.5438502736768585,,AMO,19.0
a0482467,482467 (2012 LK9),Y,Y,0.0480843,0.619600771397115,2.512273142759439,0.9556667655454364,10.13469057068619,0.9025667938004488,,APO,17.9
a0482488,482488 (2012 SW20),Y,Y,0.000482512,0.6793828620253587,2.458729535652953,0.7883108267747686,10.17087946003679,0.39398469514814133,,APO,19.7
a0482505,482505 (2012 TQ78),Y,N,0.0817003,0.3835673635673039,1.201112446532309,0.7404049120680367,11.38302337664132,0.43199562784405615,,APO,19.5
a0482533,482533 (2012 UA34),Y,N,0.0880403,0.8016175756332476,0.7859351172010144,0.1559157139453049,19.79957030816491,0.39398469514814133,,ATE,19.7
a0482562,482562 (2012 VN82),Y,N,0.115763,0.5065912878451441,1.55087577746669,0.7652156200720005,9.711760675974276,0.34314632447397714,,APO,20.0
a0482566,482566 (2012 WK4),Y,N,0.0590253,0.3075138092337835,1.205017982815415,0.8344583127246367,4.290459504801207,0.17198055709247903,,APO,21.5
a0482650,482650 (2013 BK18),Y,Y,0.0218819,0.4944365655388597,1.626445870069685,0.8222715600375674,28.89446852721052,0.41255262178474905,,APO,19.6
a0482718,482718 (2013 ET9),Y,N,0.108484,0.1799226761999397,1.242388028219202,1.018854249303237,12.31700518704128,0.2067661072379766,,AMO,21.1
a0482766,482766 (2013 GF69),Y,Y,0.0144796,0.4978897847944391,1.966643198367679,0.987471639564948,10.00796832099519,0.47367378676019345,,APO,19.3
a0482796,482796 (2013 QJ10),Y,Y,0.0244403,0.4250199985272287,0.9590839759725128,0.5514541059171868,18.152560145631,0.43199562784405615,,ATE,19.5
a0482798,482798 (2013 QK48),Y,Y,0.0276567,0.8293002085067553,1.585775092518863,0.2706914776481507,19.01323568876001,0.750722360083508,,APO,18.3
a0483408,483408 (1999 TZ4),Y,N,0.364975,0.1571007636766552,1.514614007817594,1.27666699051409,32.00453595286569,0.43199562784405615,,AMO,19.5
a0483422,483422 (2000 CE59),Y,Y,0.00761656,0.1665887172021973,1.137306623023739,0.9478441716286514,12.26486761304878,0.28541668088449595,,APO,20.4
a0483423,483423 (2000 DO1),Y,Y,0.013513,0.6819288209806554,1.429901706559302,0.4548105216870901,3.457552601908475,0.29886795464408883,,APO,20.3
a0483432,483432 (2001 DF47),Y,Y,0.0173625,0.3707392931513593,1.215157778943378,0.7646510429105341,18.47281260612034,0.29886795464408883,,APO,20.3
a0483453,483453 (2002 AN11),Y,N,0.332598,0.3354923883924791,1.816956978912916,1.207381742451038,19.86686634356997,0.7861028149035884,,AMO,18.2
a0483459,483459 (2002 EM6),Y,N,0.052223,0.1413345896756227,1.159743309937049,0.995831465098048,31.75869305555819,0.3129531674054072,,APO,20.2
a0483468,483468 (2002 JY8),Y,N,0.0659053,0.5951256736173625,2.333741905662297,0.9448721820059556,24.28140750379961,0.9896448099650541,,APO,17.7
a0483471,483471 (2002 LS32),Y,N,0.125988,0.6969579434696662,1.783345219623977,0.5404286028583898,8.851761751567137,0.750722360083508,,APO,18.3
a0483472,483472 (2002 NX),Y,N,0.104437,0.4339483606145337,1.741526966125815,0.9857941942095152,15.00848910113494,0.47367378676019345,,APO,19.3
a0483504,483504 (2002 XN14),Y,N,0.0788113,0.4407827481734425,1.767560657213269,0.988450413163548,11.7959305084297,0.3129531674054072,,APO,20.2
a0483506,483506 (2002 XU66),Y,N,0.533371,0.5376556446018729,2.753646309550188,1.273132827983414,24.45303618539079,0.7169342880402657,,AMO,18.4
a0483508,483508 (2003 CR1),Y,Y,0.0270611,0.4628551706479,1.453033573082674,0.780489470656365,12.72073173613535,0.202,0.433,APO,20.1
a0483509,483509 (2003 CH11),Y,N,0.194467,0.5216244417694733,2.314234138632229,1.107073047944335,36.47785111775089,0.43199562784405615,,AMO,19.5
a0483531,483531 (2003 UF22),Y,N,0.179019,0.3799460903140683,1.883886974765853,1.168111484109969,11.70024361193944,0.34314632447397714,,AMO,20.0
a0483547,483547 (2003 WM25),Y,N,0.231188,0.5658623689646405,2.617733483527763,1.136456613220682,12.22932430854275,0.9451034563112187,,AMO,17.8
a0483560,483560 (2004 BV1),Y,Y,0.0129956,0.3674094144339787,1.462927267170202,0.925434016579697,12.15981348784436,0.4959973445799733,,APO,19.2
a0483563,483563 (2004 BD68),Y,N,0.19722,0.8293653463907129,1.901401214055097,0.3244449375325694,19.24614003710136,0.6538518417986329,,APO,18.6
a0483566,483566 (2004 BE85),Y,N,0.54493,0.5203455334925982,2.687280705567661,1.288966193184691,23.99564184151935,0.9451034563112187,,AMO,17.8
a0483656,483656 (2005 ES70),Y,N,0.0512582,0.3864346324931449,0.7629546285225717,0.4681225370405078,20.83312388145115,0.05963199670531786,,ATE,23.8
a0483662,483662 (2005 EY223),Y,N,0.214535,0.3515995875206434,1.802417504648003,1.168688253473778,30.63744922499104,0.41255262178474905,,AMO,19.6
